平成２７年　４月　１日から平成２８年　３月２４日まで,,,,,,,,,,,
入札日,執行課名,事業担当課,工事番号,工事名,工事場所　,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式
20151028,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　整促　第１号－４,川辺町周辺水源工区地区送水施設更新その４工事,日高郡日高川町和佐地内,坂本工務店,23186520,20437818,20607480,13,一般競争入札
20151028,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　整促　第１号－５５,川辺町周辺水源工区地区送水施設実施設計その３業務,日高郡日高川町和佐地内,有限会社成和測量設計事務所,4125600,3004646,3942000,4,一般競争入札
20151028,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　ため池等　第１４号－１,大船河池地区 工事用道路工事,日高郡日高町小浦地内,株式会社河秀工務店,7916400,6899188,6931440,17,一般競争入札
20151028,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　地すべり　第１号－５,地すべり防止事業調査業務,新宮市熊野川町宮井字　奥谷　外　地内,国土防災技術株式会社和歌山営業所,12771000,9890459,10152000,2,一般競争入札（総合評価）
20151028,日高振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　地すべり　第９号－３,晩稲熊岡地区地すべり対策その６工事,日高郡みなべ町晩稲地内,株式会社タニガキ建工,8481240,7323501,7374240,10,一般競争入札
20151026,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２５号,県土防災対策治山事業,新宮市熊野川町九重字　和田　地内,有限会社上浦組,19233720,16766431,16776720,27,一般競争入札
20151026,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２６号,県土防災対策治山事業,東牟婁郡古座川町宇筒井字　奥山　地内,有限会社泰間組,10119600,8824302,8833320,20,一般競争入札
20151026,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　地すべり　第２号－５,地すべり防止事業調査業務,新宮市熊野川町日足字　萬歳　外　地内,応用地質株式会社和歌山営業所,3910680,2854638,2860920,3,一般競争入札
20151026,那賀振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第１号－２,予防治山事業,紀の川市中畑字　神子平　地内,株式会社藏端組,18216360,15771200,16022880,4,一般競争入札
20151021,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第３９号－５１,能蔵池地区ため池設計業務,有田郡有田川町西ケ峯地内,株式会社近代技研,6231600,4623374,4626720,13,一般競争入札
20151021,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第３９号－５０,能蔵池地区土質調査業務,有田郡有田川町西ケ峯地内,株式会社岡本設計,2192400,1775138,1779840,32,一般競争入札
20151020,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第１２号－２,復旧治山事業,田辺市深谷黒石　外　地内,株式会社伊藤組,74052360,66790108,66914640,26,一般競争入札（総合評価）
20151014,那賀振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　畑総　第４号－３,1号排水路兼用道路附帯工その9工事,紀の川市竹房地内,株式会社辻本組,1932120,1704352,1715040,9,一般競争入札
20151014,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第２号－２,復旧治山事業,伊都郡かつらぎ町花園北寺高野谷　地内,株式会社田中組,32478840,28914748,28944000,3,一般競争入札（総合評価）
20151013,東牟婁地域振興部,農林水産政策局 農業農村整備課,平成２６年度　防ダム　第１号－６,小匠ダム付替道路その４工事,東牟婁郡那智勝浦町小匠地内,株式会社井谷建設,12943800,11600129,11644560,8,一般競争入札
20151006,海草振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　調査管理　第１３号－１,海草地区　地すべり防止施設維持管理工事,海草郡紀美野町毛原中外　地内,有限会社匠建設,2418120,2136947,2268000,4,一般競争入札
20151006,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　減災対策　第１号,山地災害総合減災対策治山事業,伊都郡かつらぎ町花園中南谷ノ瀬　地内,上土谷組,30663360,27408731,30013200,6,一般競争入札
20151006,海草振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　水合理　第６号－１１,新六箇井２期地区　保全計画策定業務,和歌山市船所外　地内,ＮＴＣコンサルタンツ株式会社和歌山営業所,9778320,7684469,7884000,2,一般競争入札
20151006,海草振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　水合理　第５号－１１,新六箇井地区　ゲート改修設計業務,和歌山市船所外　地内,ＮＴＣコンサルタンツ株式会社和歌山営業所,5853600,4348100,4827600,2,一般競争入札
20151006,海草振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　県推　第１号－１,田尻地区周辺水位解析業務,和歌山市田尻外地内,キタイ設計株式会社和歌山事務所,3186000,2323124,3067200,3,一般競争入札
20151005,日高振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　畑総　第２号－２,みなべ地区農道舗装その２工事,日高郡みなべ町山内、筋地内,和大興業株式会社,30106080,26969618,26989200,17,一般競争入札
20151005,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第１３号－２,復旧治山事業,東牟婁郡那智勝浦町大字 那智山 字 大戸平左側　地内,陽光建設,23292360,20624978,20691720,18,一般競争入札
20151005,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第１０号－２,予防治山事業,新宮市熊野川町赤木字小畑　地内,陽光建設,29218320,26018234,26214840,16,一般競争入札
20151001,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第１９号,県土防災対策治山事業,伊都郡かつらぎ町花園中南谷ノ瀬　地内,株式会社畑中産業,6131160,5277890,6048000,1,一般競争入札
20151001,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２２号,県土防災対策治山事業,田辺市中辺路町野中裏地　地内,有限会社野中建設,12772080,11223434,11232000,40,一般競争入札
20150916,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第４０号－５０,楠谷池地区測量業務,有田郡有田川町西ケ峯地内,有限会社田嶋測量設計,982800,710392,714312,9,一般競争入札
20150916,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　地すべり　第９号－５２,晩稲熊岡地区地すべり対策実施設計その２業務,日高郡みなべ町晩稲、熊岡地内,株式会社南紀航測センター,7765200,5652787,5707800,14,一般競争入札
20150916,日高振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第６号,復旧治山事業,日高郡日高川町大字　寒川　字　朔日東原　地内,株式会社清水,36995400,32353219,32394600,28,一般競争入札（総合評価）
20150916,日高振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第８号,復旧治山事業,日高郡印南町大字川又字小潰地内,鳥居建設,20741400,18090713,18106200,21,一般競争入札
20150916,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　水合理　第１号－１,有田・有田川地区水管理施設製作据付（その３）工事,有田郡有田川町尾中外地内,タニモト設備,13884480,12905475,13009680,7,一般競争入札
20150916,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　基水　第３号－３,有田川地区金屋工区第２水槽改修（その２）工事,有田郡有田川町糸野地内,株式会社ケイズ,6022080,5209142,5994000,2,一般競争入札
20150916,有田地域振興部,農林水産政策局 農業農村整備課,平成２６年度　基水　第３号－３,有田川地区西谷川工区第1水槽改修工事,有田市山田原地内,岩田組,57065040,51220382,55350000,3,一般競争入札（総合評価）
20150916,日高振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第６号－２,予防治山事業,日高郡みなべ町広野字笹里裏地内,有限会社清水工業,15500160,13315180,13319640,42,一般競争入札
20150916,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　ため池等　第１０号－３,和歌山(日高)地区　大池改修付帯工事,日高郡日高町小池外　地内,株式会社河秀工務店,6381720,5557158,5656500,4,一般競争入札
20150915,那賀地域振興部,農林水産政策局 農業農村整備課,平成２６年度　ため池等　第６号－１,海神池改修工事,紀の川市北中地内,有限会社静川建設,18127800,16450140,16691572,6,一般競争入札
20150915,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　水源再生　第１号－３,水源森林再生対策事業,田辺市龍神村殿原地内,株式会社中村組,37176840,32772721,32799060,17,一般競争入札（総合評価）
20150915,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第１４号－２,復旧治山事業,東牟婁郡那智勝浦町大字南平野　字妙法山　地内,木原造林株式会社,38292480,33474677,33924960,12,一般競争入札（総合評価）
20150915,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第１号－２,復旧治山事業,橋本市山田猪谷山　地内,長岡組,29785320,26132827,26252640,10,一般競争入札
20150915,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第８号－２,予防治山事業,田辺市本宮町切畑東谷垣内　地内,株式会社堀組,62566560,56206331,56274480,23,一般競争入札（総合評価）
20150915,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第２号－２,予防治山事業,伊都郡かつらぎ町大畑登尾　地内,有限会社小出組,15792840,13651728,14134500,2,一般競争入札
20150915,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第７号－２,予防治山事業,田辺市鮎川小川　地内,株式会社目良組,42464520,37084149,37324800,32,一般競争入札（総合評価）
20150915,那賀地域振興部,農林水産政策局 農業農村整備課,平成２６年度　中山間　第４号－２,用水路整備（その１）工事,紀の川市下丹生谷地内,株式会社辻本組,53622000,47365294,47800800,12,一般競争入札（総合評価）
20150915,那賀振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第５号－１,篭池改修その1工事,紀の川市上丹生谷地内,有限会社静川建設,18714240,16875562,16998984,6,一般競争入札
20150914,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　中山間防　第１号－５２,市ノ瀬地区ため池測量業務,西牟婁郡上富田町市ノ瀬地内,菅根測量株式会社,2440800,1817536,2241000,12,一般競争入札
20150914,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　地防　第１号－２,地域防災対策総合治山事業,田辺市上秋津下左向　地内,青木組,29487240,25692053,25747200,26,一般競争入札
20150914,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第９号－２,予防治山事業,新宮市相賀字　古河　地内,福本工務店,20741400,18121883,18134280,15,一般競争入札
20150909,有田振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２１号,粟生地区県土防災対策治山工事,有田郡有田川町粟生西大和杉地内,桑原興業株式会社,13820760,11860255,12085200,8,一般競争入札
20150909,日高振興局地域振興部,森林・林業局 森林整備課,平成２７年度　予防　第５号,予防治山事業,日高郡日高川町大字上初湯川字追谷　地内,共栄,22496400,19608364,19615500,20,一般競争入札
20150902,水産局 水産振興課,水産局 水産振興課,平成２７年度　水産環境　第１号－４,市江埼工区水産環境整備工事,西牟婁郡白浜町市江埼沖合、東牟婁郡串本町潮岬沖合,株式会社明生工業,245228040,216223237,239976000,2,一般競争入札（総合評価）
20150902,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第１３号－５１,大谷池地区ため池設計業務,有田郡湯浅町青木地内,株式会社センダイ工部コンサルタント,8629200,6310257,6312600,12,一般競争入札
20150902,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第１３号－５０,大谷池地区調査業務,有田郡湯浅町青木地内,有限会社熊野路測量設計,3099600,2389443,2392848,24,一般競争入札
20150901,伊都振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２０号,県土防災対策治山事業,伊都郡高野町湯川竹垣内　地内,松井建設工業,7675560,6616821,6710040,4,一般競争入札
20150831,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第２３号,県土防災対策治山事業,西牟婁郡白浜町庄川郷地谷　地内,株式会社三栖組,1653480,1441531,1443960,9,一般競争入札
20150831,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　中山間防　第１号－５１,市ノ瀬地区大谷池土質調査業務,西牟婁郡上富田町市ノ瀬地内,株式会社西浦組,3790800,3020193,3021840,25,一般競争入札
20150831,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　水源再生　第１号－２,水源森林再生対策事業,田辺市龍神村殿原地内,横手組,13157640,11717541,12170520,13,一般競争入札
20150831,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　基水　第５号－１,富田川地区 野田排水路整備その２工事,西牟婁郡上富田町岩崎地内,株式会社岡本建設,21438000,19167505,19167840,25,一般競争入札
20150826,日高振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　整促　第４号－５１,若野１期地区　ゲート更新実施設計業務,日高郡日高川町若野、和佐　地内,株式会社ウエスコ和歌山営業所,18424800,13464377,15444000,2,一般競争入札（総合評価）
20150825,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　地すべり　第２号－４,地すべり防止事業,新宮市熊野川町日足字　萬歳　外　地内,株式会社タニガキ建工,36144360,32256908,32279040,7,一般競争入札（総合評価）
20150825,那賀振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第３８号－５１,瓢箪池設計業務,紀の川市馬宿地内,株式会社近代技研,5464800,4080024,4087692,14,一般競争入札
20150825,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第７号,復旧治山事業,田辺市龍神村三ツ又竜頭　地内,株式会社丸山組,79826040,71195868,71256240,18,一般競争入札（総合評価）
20150825,那賀振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　ため池等　第３７号－５１,菩提池下設計業務,紀の川市貴志川町北地内,浦技術士事務所,5043600,3719513,3757320,13,一般競争入札
20150824,東牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　地すべり　第２号－３,地すべり防止事業,新宮市熊野川町日足字 萬歳　外　地内,株式会社伊藤組,11011680,9689521,9705960,8,一般競争入札
20150820,那賀振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　畑総　第４号－２,1号排水路兼用道路附帯工その8工事,紀の川市竹房地内,康建設,811080,740587,810000,1,一般競争入札
20150819,有田振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　基水　第３号－５０,有田川地区鋼製水槽調査設計業務,有田市山田原外地内,浦技術士事務所,2937600,2197212,2235600,3,一般競争入札
20150812,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　基水　第６号－５６,名田2期地区送水施設実施設計その３業務,御坊市塩屋町北塩屋地内,株式会社三紀屋測量,3996000,2888433,3780000,5,一般競争入札
20150812,日高振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　水合理　第７号－５１,名田地区 水管理施設実施設計業務,御坊市名田町上野外  地内,キタイ設計株式会社和歌山事務所,9450000,6869427,7132320,3,一般競争入札
20150811,那賀地域振興部,農林水産政策局 農業農村整備課,平成２６年度　ため池等　第１０号－３,大池改修その２工事,岩出市山崎地内,有限会社森下組,13721400,11895433,12144600,2,一般競争入札
20150810,那賀振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第８号,県土防災対策治山事業,紀の川市切畑字　葛城　地内,エム建設,4780080,4179567,4780080,1,一般競争入札
20150805,東牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　県債　防ダム　第１号－１,小匠ダムゲート設備改修工事,東牟婁郡那智勝浦町小匠地内,三洋建設株式会社,247627800,213073029,240840000,3,一般競争入札（総合評価）
20150805,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　基水　第６号－５５,名田２期地区送水施設土質調査業務,御坊市塩屋町北塩屋地内,和建技術株式会社,2581200,1882550,1915164,27,一般競争入札
20150728,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　自作農　第２号－１,井ノ芝地区石積改修工事,西牟婁郡白浜町字　井ノ芝　地内,有限会社澤井興業,2449440,2199184,2201439,15,一般競争入札
20150728,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　作業道　第１号,五百原・小又川県有林作業道復旧事業,奈良県吉野郡十津川村大字杉清字口千丈地内,株式会社三光組,3569400,3111280,3275640,2,一般競争入札
20150722,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第１１号,県土防災対策治山事業調査業務,田辺市上秋津川中口　地内,応用地質株式会社和歌山営業所,22920840,18104319,19008000,3,一般競争入札（総合評価）
20150721,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　調査管理　第７号－５１,目良・鳥の巣・鳥の巣西地区　海岸保全区域台帳更新業務,田辺市天神崎・ 新庄町　地内,有限会社牟婁測量設計,5972400,4415507,5374080,14,一般競争入札
20150715,有田振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第５号,押手地区復旧治山工事,有田郡有田川町押手上横谷地内,株式会社合同興業,32535000,29155672,29201918,16,一般競争入札（総合評価）
20150715,有田振興局地域振興部,森林・林業局 森林整備課,平成２７年度　復旧　第４号－２,上湯川地区復旧治山工事,有田郡有田川町上湯川弓ヲロシ地内,戸上組,38059200,33962309,33990840,11,一般競争入札（総合評価）
20150715,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　整促　第１号－３,川辺町周辺水源工区地区送水施設更新その３工事,日高郡日高川町和佐地内,株式会社総合建設上平組,40589640,36558781,36590400,29,一般競争入札（総合評価）
20150715,日高地域振興部,農林水産政策局 農業農村整備課,平成２６年度　整促　第２号－２,和歌山１期地区緊急遮断弁整備その２工事,御坊市熊野地内,林水道,16988400,15600635,15629760,10,一般競争入札
20150714,西牟婁地域振興部,森林・林業局 森林整備課,平成２６年度　復旧　第５号－４,復旧治山事業,田辺市龍神村安井上村　地内,株式会社共栄建設工業,41495760,36627953,36687600,22,一般競争入札（総合評価）
20150713,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　調査管理　第２１号－１,笠甫地区水門補修工事,西牟婁郡白浜町日置地内,株式会社豊建設,2977560,2699127,2918160,2,一般競争入札
20150713,西牟婁振興局地域振興部,森林・林業局 森林整備課,平成２７年度　県防　第１７号,県土防災対策治山事業,西牟婁郡白浜町大猪ノ谷山　外　地内,向井組,11809800,10207478,10225440,12,一般競争入札
20150713,西牟婁振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　整促　第３号－１,和歌山２期地区南紀用水工区緊急遮断弁整備工事,田辺市中芳養地内,株式会社ナカシゲ,15796080,14228913,14374800,6,一般競争入札
20150708,日高振興局地域振興部,農林水産政策局 農業農村整備課,平成２７年度　畑総　第２号－５１,みなべ地区土質調査業務,日高郡みなべ町山内、筋地内,株式会社西浦組,507600,418325,429840,8,一般競争入札
