入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20051011,有田農林水産振興部,森林整備課,予防治山事業,有田郡　広川町,上津木  字  坂本河,地内,大東建設,"22,276,800","15,667,050","21,541,800",14,指名競争入札
20051005,海草農林水産振興部,森林整備課,県土防災対策治山事業,海草郡　美里町,毛原下,字流田地内,（株）中島興業,"3,315,900","2,238,810","2,887,500",17,指名競争入札
20051005,伊都農林水産振興部,森林整備課,県土防災対策治山事業,橋本市,北宿,字　七霞立会　地内,奈和建設（株）,"1,082,550",0,"1,050,000",1,随意契約
20050930,伊都農林水産振興部,農地整備課,中山間地域総合整備事業  恋野地区 7-1号団地附帯工事,橋本市,恋野,地内,（株）貴史建設,"837,900",0,"829,500",13,指名競争入札
20050930,伊都農林水産振興部,農地整備課,地すべり対策事業　西渋田第1 地区　11号・12号・13号集水ボーリング工事,伊都郡　かつらぎ町,西渋田,地内,（株）タニガキ建工,"14,038,500","10,296,300","10,296,300",10,指名競争入札
20050930,伊都農林水産振興部,農地整備課,畑地総合整備事業　河根地区　支線１号農道及び耕作道1 号農道整備工事,伊都郡　九度山町,河根,地内,西岡組,"14,154,000","10,642,800","13,650,000",15,指名競争入札
20050930,伊都農林水産振興部,農地整備課,地すべり対策事業　西渋田第1 地区　8-1 号・12号取合せ排水路工事,伊都郡　かつらぎ町,西渋田,地内,いわい建設,"2,751,000","2,013,900","2,677,500",13,指名競争入札
20050930,伊都農林水産振興部,農地整備課,地すべり対策事業  西渋田第1 地区 12 号排水路工事,伊都郡　かつらぎ町,西渋田,地内,（株）辻本組,"30,093,000","22,623,000","29,190,000",15,指名競争入札
20050929,有田農林水産振興部,農地整備課,有田川地区　船坂第１水槽保全対策工事,有田郡　吉備町,賢,地内,三洋建設（株）,"6,447,000","4,649,400","6,247,500",12,指名競争入札
20050921,日高農林水産振興部,農地整備課,日高川地区　幹線水路改修その４工事,日高郡　日高川町,若野,地内,（株）坂本組,"99,981,000","76,697,250","97,545,000",17,指名競争入札
20050916,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,本宮町三越,シレイ谷　地内,中村組,"22,876,350","16,111,200","16,111,200",16,指名競争入札
20050916,西牟婁農林水産振興部,森林整備課,予防治山事業,田辺市,龍神村広井原,片野瀬　地内,（株）丸慶組,"25,446,750","18,018,000","24,682,350",16,指名競争入札
20050915,伊都農林水産振興部,森林整備課,水源流域地域保全事業,伊都郡　高野町,花坂,小西谷,（株）森脇組,"9,068,850","6,145,650","8,872,500",13,指名競争入札
20050915,伊都農林水産振興部,農地整備課,畑地帯総合整備事業　河根地区　支線1 号農道法面保護（その４）工事,伊都郡　九度山町,河根,地内,（株）藤田組,"61,740,000","45,914,400","60,375,000",12,指名競争入札
20050912,有田農林水産振興部,農地整備課,須谷第１水槽更新工事,有田市,宮原町　須谷,地内,中平建設（株）,"24,895,500","17,680,950","23,614,500",9,指名競争入札
20050909,日高農林水産振興部,農地整備課,志賀大池地区制波工事,日高郡　日高町,志賀,地内,（株）稲垣工務店,"35,500,500","26,103,000","34,860,000",18,指名競争入札
20050909,日高農林水産振興部,農地整備課,県営かん排　南部南部川地区　排水路付帯その1 工事,日高郡　みなべ町,徳蔵,地内,（有）吹石重機,"3,832,500","2,856,000","3,717,000",19,指名競争入札
20050909,日高農林水産振興部,森林整備課,復旧治山事業工事,日高郡　日高川町,大字上田原,字幸合地内,西建設,"19,727,400","13,786,500","18,422,250",17,指名競争入札
20050907,海草農林水産振興部,森林整備課,復旧治山事業,海草郡　美里町,長谷宮,字柳生谷地内,中前組,"19,586,700","13,644,330","18,690,000",17,指名競争入札
20050907,海草農林水産振興部,森林整備課,予防治山事業,海草郡　美里町,赤木,字上通地内,仲建設,"27,470,100","19,524,540","26,054,700",18,指名競争入札
20050905,有田農林水産振興部,農地整備課,田角３期地区　２号鋼管杭その１工事,有田郡　吉備町,田角,地内,第五工業（株）,"63,483,000","47,230,050","44,929,500",9,指名競争入札
20050831,農林水産総務課,農林水産総務課,自作農財産内の雑草刈取り及びその処分業務,和歌山市,松江,字上山２０４４番５,（株）山水組,"2,245,805",0,"1,753,500",16,指名競争入札
20050824,日高農林水産振興部,農地整備課,日高川地区　幹線水路改修その３工事,日高郡　日高川町,若野,地内,（株）柏木建設,"98,658,000","75,696,600","96,390,000",16,指名競争入札
20050824,那賀農林水産振興部,農地整備課,新池堤体改修（その１）工事,那賀郡　貴志川町,大字長山,地内,辻本組,"25,788,000","18,963,000","24,328,500",16,指名競争入札
20050824,那賀農林水産振興部,森林整備課,予防治山事業,那賀郡　打田町,神通,字東谷地内,藤山建設（株）,"17,599,050","12,225,150","12,225,150",17,指名競争入札
20050824,那賀農林水産振興部,森林整備課,復旧治山事業,那賀郡　粉河町,大字中津川,字西小屋尾地内,末広建設（株）,"14,004,900","9,609,600","13,440,000",15,指名競争入札
20050822,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,本宮町伏拝,日浦　地内,山下建設,"19,679,100","13,750,800","19,078,500",16,指名競争入札
20050822,西牟婁農林水産振興部,森林整備課,県有林事業作業道補修工事,田辺市,龍神村小又川,地内,双葉組,"1,234,800",0,"945,000",15,指名競争入札
20050817,日高農林水産振興部,農地整備課,久恵田池地区堤体改修工事,日高郡　日高川町,三百瀬,地内,（株）西川組,"67,651,500","51,840,600","66,570,000",17,指名競争入札
20050817,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,大字上田原,字幸合　地内,（株）駒場工務店,"41,130,600","29,817,900","39,690,000",19,指名競争入札
20050817,日高農林水産振興部,森林整備課,地域防災対策総合治山事業,日高郡　日高川町,大字川原河,字宇井渕　地内,北村建設（株）,"34,699,350","26,092,500","34,345,500",18,指名競争入札
20050817,日高農林水産振興部,森林整備課,地域防災対策総合治山事業,日高郡　日高川町,大字川原河,字宇井渕　地内,（株）児玉組,"57,541,050","43,268,400","56,700,000",17,指名競争入札
20050811,西牟婁農林水産振興部,農地整備課,県営農地開発事業　上芳養東山地区　園内整備その７工事,田辺市,上芳養,地内,紀州浄化興業所,"3,202,500","2,722,125","3,097,500",14,指名競争入札
20050810,東牟婁農林水産振興部,森林整備課,復旧治山事業,東牟婁郡　古座川町,下露,字洞ノ谷地内,東工務店,"17,577,000","12,209,400","15,750,000",18,指名競争入札
20050810,東牟婁農林水産振興部,森林整備課,水源流域広域保全事業,東牟婁郡　古座川町,宇筒井,字奥山地内,岡本組,"18,547,200","12,883,290","12,883,290",20,指名競争入札
20050728,東牟婁農林水産振興部,森林整備課,予防治山事業,東牟婁郡　那智勝浦町,大字南大居,字シダガ谷地内,木原造林（株）勝浦事業所,"18,715,200","13,043,520","18,322,500",13,指名競争入札
20050728,東牟婁農林水産振興部,森林整備課,予防治山事業,新宮市,新宮,字相筋地内,田畑工業,"7,043,400","4,761,120","6,903,750",14,指名競争入札
20050728,東牟婁農林水産振興部,森林整備課,地すべり防止事業,新宮市　熊野川町,宮井,字奥谷第２地内,坂本組,"34,962,900","25,892,160","34,230,000",13,指名競争入札
20050727,海草農林水産振興部,森林整備課,復旧治山事業,海草郡　紀美野町,上ケ井,字西久保地内,（株）タニガキ建工,"30,170,700","22,656,690","29,085,000",13,指名競争入札
20050727,海草農林水産振興部,森林整備課,予防治山事業,海草郡　美里町,三尾川,字寺原地内,井岡組,"23,156,700","17,271,240","22,018,500",18,指名競争入札
20050727,海草農林水産振興部,森林整備課,復旧治山事業,海草郡　紀美野町,釜滝,字八十子地内,折口建設,"26,073,600","19,506,060","24,570,000",18,指名競争入札
20050720,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,大字寒川,字谷山地内,坂本組,"20,162,100","14,983,500","19,859,700",20,指名競争入札
20050720,日高農林水産振興部,森林整備課,水源流域広域保全事業,日高郡　日高川町,大字上初湯川,字鉢地内,建設,"22,314,600","16,575,300","22,018,500",20,指名競争入札
20050714,伊都農林水産振興部,森林整備課,水源流域地域保全事業,伊都郡　花園村,中南,第1 　地内,（株）上林組,"30,619,050","23,002,350","30,135,000",15,指名競争入札
20050714,伊都農林水産振興部,森林整備課,水源流域広域保全事業,橋本市,山田,地内,（株）ハウスアラメント,"26,282,550","19,666,500","25,725,000",15,指名競争入札
20050714,伊都農林水産振興部,森林整備課,県土防災対策治山事業,伊都郡　かつらぎ町,平,字岡地内,（株）平岡組,"12,204,150","8,950,200","11,865,000",13,指名競争入札
20050714,伊都農林水産振興部,森林整備課,復旧治山事業,伊都郡　花園村,久木,字　吉井　地内,角谷組,"39,228,000","29,655,150","38,220,000",14,指名競争入札
20050714,有田農林水産振興部,森林整備課,復旧治山事業,有田郡　清水町,楠本  字  長瀬,地内,織本組,"20,757,450","15,438,150","20,055,000",14,指名競争入札
20050714,伊都農林水産振興部,森林整備課,水源流域地域保全事業,伊都郡　花園村,中南,第2 　地内,（有）浦津工務店,"25,344,900","18,946,200","24,780,000",15,指名競争入札
20050714,伊都農林水産振興部,森林整備課,復旧治山事業,伊都郡　かつらぎ町,平,字　中尾　地内,横手組,"20,020,350","14,876,400","19,582,500",16,指名競争入札
20050714,有田農林水産振興部,森林整備課,予防治山事業,有田郡　清水町,東大谷  字  上澤,地内,中川組,"14,969,850","11,038,650","14,385,000",16,指名競争入札
20050706,日高農林水産振興部,農地整備課,上野工区橋梁上部工事,御坊市,名田町　上野,地内,（株）富士ピー・エス和歌山営業所,"323,610,000","249,726,750","303,450,000",15,指名競争入札
20050706,日高農林水産振興部,農地整備課,楠井工区　農道整備工事,御坊市,名田町　楠井,地内,（株）長田組,"57,991,500","44,278,500","57,330,000",17,指名競争入札
20050630,西牟婁農林水産振興部,農地整備課,県営ほ場整備事業　中・栄・才野地区　ほ場整備その２（１０工区）工事,西牟婁郡　白浜町,中,地内,（株）北道工務店,"92,442,000","72,478,350","91,455,000",17,指名競争入札
20050630,西牟婁農林水産振興部,農地整備課,県営農地開発事業　上芳養東山地区　園内整備その６工事,田辺市,上芳養,地内,（株）尾花組,"31,920,000","24,520,650","30,555,000",17,指名競争入札
20050629,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,寒川,字板垣内　地内,（有）田村組,"17,281,950","12,792,150","17,057,250",19,指名競争入札
20050629,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,小釜本,字宮の谷　地内,（株）村上組,"35,564,550","26,817,000","34,675,200",19,指名競争入札
20050629,日高農林水産振興部,森林整備課,予防治山事業,日高郡　日高川町,大又,字大津　地内,（株）駒場工務店,"8,247,750","6,010,200","8,116,500",14,指名競争入札
20050629,日高農林水産振興部,農地整備課,上野２工区付帯工事,御坊市,名田町　上野,,和興建設（株）,"1,302,000",0,"1,270,500",10,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,本宮町川湯,川湯地内,繁盛興業,"13,765,500","10,333,050","13,335,000",16,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,水源流域広域保全事業,田辺市,龍神村丹生ノ川,大谷地内,ヨシモト建設,"14,277,900","10,482,150","14,017,500",16,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,本宮町川湯,川湯地内,（株）豊建設,"15,915,900","11,946,900","15,435,000",16,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,水源流域広域保全事業,田辺市,龍神村丹生ノ川,大谷地内,柳瀬組,"27,150,900","20,260,800","26,607,000",16,指名競争入札
20050627,農林水産総務課,農林水産総務課,松江地区開拓財産内等柵設置工事,和歌山市,松江,地内,（株）貴志安商店,"1,155,000",0,"840,000",15,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,本宮町静川,小原地内,小原建設,"9,677,850","7,064,400","9,429,000",15,指名競争入札
20050627,西牟婁農林水産振興部,森林整備課,水源流域広域保全事業,田辺市,龍神村小又川,西ノ河地内,五味建設,"15,297,450","11,251,800","11,251,800",16,指名競争入札
20050627,有田農林水産振興部,農地整備課,田角３期地区　２号鋼管杭付帯工事,有田郡　吉備町,田角,地内,（株）中井組,"6,415,500","4,553,850","4,553,850",13,指名競争入札
20050624,水産振興課,水産振興課,広域漁場整備工事,西牟婁郡　日置川町,市江崎,沖合,ワシン建設（株）,"67,935,000","45,290,000","67,200,000",19,指名競争入札
20050624,水産振興課,水産振興課,和歌山地区藻場礁製作・設置工事,和歌山市　雑賀崎,海南市　大崎,地先,（株）東組,"46,620,000","35,799,960","43,785,000",17,指名競争入札
20050621,伊都農林水産振興部,農地整備課,地すべり対策事業　西渋田第１地区　西渋田第１地区作業用道路工事,伊都郡　かつらぎ町,西渋田,地内,（株）森田組,"1,491,000",0,"1,417,500",8,指名競争入札
20050621,伊都農林水産振興部,農地整備課,畑地帯総合整備事業　河根地区　支線１号農道（その３）及び耕作道３号農道工事,伊都郡　九度山町,河根,地内,（株）藤田組,"49,560,000","37,770,600","48,825,000",14,指名競争入札
20050621,伊都農林水産振興部,農地整備課,地すべり対策事業西渋田第１地区　１号・３号・８号・９号集水ボ－リング工事,伊都郡　かつらぎ町,西渋田,地内,（株）中島興業,"13,450,500","9,861,600","9,861,600",10,指名競争入札
20050621,伊都農林水産振興部,農地整備課,地すべり対策事業西渋田第１地区9-1 号・9-2 号排水路工事,伊都郡　かつらぎ町,西渋田,地内,岩本組,"11,907,000","8,818,950","11,655,000",13,指名競争入札
20050621,伊都農林水産振興部,農村計画課,海岸保全・地すべり防止区域調査管理事業　丁ノ町地区　集水井蓋修繕工事,伊都郡　かつらぎ町,丁ノ町,地内,（株）須川設備,"430,500",0,"404,250",13,指名競争入札
20050621,伊都農林水産振興部,農村計画課,海岸保全・地すべり防止区域調査管理事業　九重地区　農道修繕工事,伊都郡　高野口町,九重,地内,北邨建設,"871,500",0,"834,750",18,指名競争入札
20050617,有田農林水産振興部,森林整備課,水源流域広域保全事業,有田郡　清水町,下湯川  字  徳田谷,地内,（株）篠原組,"5,075,700","3,675,000","4,935,000",16,指名競争入札
20050617,有田農林水産振興部,森林整備課,復旧治山事業,有田郡　広川町,下津木,地内,（有）池永設備工業,"4,760,700","3,458,700","4,672,500",20,指名競争入札
20050616,西牟婁農林水産振興部,農地整備課,海岸保全施設整備その２工事,田辺市,新庄町,地内,ワシン建設（株）,"59,850,000","46,647,300","59,010,000",9,指名競争入札
20050616,西牟婁農林水産振興部,農地整備課,県営ほ場整備事業　中・栄・才野地区　ほ場整備その3 （１１工区）工事,西牟婁郡　白浜町,栄,地内,（株）中山工業,"23,194,500","17,782,800","22,575,000",16,指名競争入札
20050616,西牟婁農林水産振興部,農地整備課,県営ほ場整備事業　中・栄・才野地区　ほ場整備その1(９工区）工事,西牟婁郡　白浜町,,中・栄地内,（株）辻工務店,"53,109,000","40,742,100","51,975,000",16,指名競争入札
20050615,日高農林水産振興部,農地整備課,県営かん排　南部南部川地区　排水路その1 工事,日高郡　みなべ町,徳蔵,地内,（株）坂口,"25,252,500","18,734,100","24,727,500",15,指名競争入札
20050615,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,大字寒川,字小藪川南原地内,杉本組,"16,388,400","12,173,700","16,212,000",14,指名競争入札
20050615,日高農林水産振興部,森林整備課,予防治山事業,日高郡　みなべ町,大字西本庄,東野中地内,（株）園出工務店,"14,205,450","10,461,150","13,807,500",14,指名競争入札
20050615,日高農林水産振興部,農地整備課,上野工区幹線配水管布設工事,御坊市,名田町　上野,地内,（株）小林建設,"42,126,000","31,979,850","41,674,500",15,指名競争入札
20050615,日高農林水産振興部,森林整備課,復旧治山事業,日高郡　日高川町,大字西原,字樫山地内,（株）総合建設上平組,"9,990,750","7,295,400","9,765,000",14,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,水源流域地域保全事業,田辺市,和田,大河辺地内,向井建設,"20,901,300","15,547,350","20,370,000",16,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,伏菟野,目吉良地内,山本組,"29,694,000","21,620,550","29,085,000",15,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,予防治山事業,田辺市,鮎川,下附地内,（株）谷口組,"14,226,450","10,475,850","13,912,500",16,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,予防治山事業,田辺市,中辺路町近露,穴口地内,（株）横堀組,"21,403,200","15,931,650","20,580,000",15,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,上野,大谷地内,（株）南紀建設,"38,021,550","28,720,650","37,170,000",16,指名競争入札
20050613,西牟婁農林水産振興部,森林整備課,水源流域地域保全事業,田辺市,和田,大河辺地内,佐古建設（株）,"43,128,750","32,680,200","42,105,000",16,指名競争入札
20050608,日高農林水産振興部,農地整備課,加尾上野工区幹線農道舗装工事,御坊市,名田町　野島,地内,（株）三興組,"20,506,500","15,484,350","20,160,000",9,指名競争入札
20050527,東牟婁農林水産振興部,森林整備課,予防治山事業,東牟婁郡　古座川町,鶴川,字洞地地内,井道組,"19,049,100","14,136,360","14,136,360",19,指名競争入札
20050527,東牟婁農林水産振興部,森林整備課,地すべり防止事業,新宮市　熊野川町,宮井,字奥谷第１地内,（株）下地工務店,"75,050,850","58,518,180","73,552,500",13,指名競争入札
20050527,東牟婁農林水産振興部,森林整備課,復旧治山事業,東牟婁郡　熊野川町,宮井,字ウソ嶋第１地内,（株）協栄ホーム,"24,446,100","19,061,280","23,940,000",14,指名競争入札
20050527,東牟婁農林水産振興部,森林整備課,復旧治山事業,新宮市熊野川町,宮井,字ウソ嶋第２地内,（資）新熊,"38,404,800","29,944,740","37,632,000",14,指名競争入札
20050427,西牟婁農林水産振興部,森林整備課,復旧治山事業,田辺市,中辺路町近露,逢坂地内,（株）豊建設,"60,485,250","46,219,950","58,905,000",16,指名競争入札
20050412,水産振興課,水産振興課,和歌山地区藻場礁設置工事,和歌山市,雑賀崎,沖合,（株）東組,"10,962,000","8,195,460","10,395,000",17,指名競争入札
20050412,水産振興課,水産振興課,和歌山県水産研究所取水施設建設工事,東牟婁郡　串本町,串本,地内,（株）小森組,"32,004,000","24,405,570","31,290,000",12,指名競争入札
