平成24年度4月1日から平成24年度3月31日までの分,,,,,,,,,,,
入札日,執行課名,事業担当課,工事番号,工事名,工事場所　,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式
20130326,西牟婁建設部,道路建設課,平成２４年度　道改交金　第１９号－１２,国道３７１号道路改良工事,田辺市中辺路町小松原地内,有限会社ワークス,25576950,22362074,22377600,11,一般競争入札
20130326,西牟婁建設部,道路建設課,平成２４年度　道改交金　第１９号－１１,国道３７１号道路改良測量業務,田辺市中辺路町石船地内,株式会社紀伊測量設計,745500,523031,693000,11,一般競争入札
20130326,伊都建設部,道路建設課,平成２５年度　小道改　第８号,国道４８０号　小規模道路改良発注者支援業務,伊都郡かつらぎ町花園北寺外地内,株式会社シーエスエス,11917500,9741414,9910950,8,一般競争入札
20130326,西牟婁建設部,河川課,平成２４年度　広域河川　第６０２号－３,左会津川河川整備調査業務,田辺市紺屋町外地内,日本工営株式会社和歌山営業所,3864000,3051229,3056550,8,一般競争入札
20130326,海草建設部,道路建設課,平成２５年度　地特　第１５号,三田三葛線地方特定道路整備発注者支援業務,和歌山市和田地内,株式会社シーエスエス,11340000,8911266,9427950,8,一般競争入札
20130326,伊都建設部,道路建設課,平成２５年度　地特　第２号,山田岸上線　地方特定道路整備発注者支援業務,橋本市神野々外地内,株式会社シーエスエス,11917500,9381583,9868950,9,一般競争入札
20130326,海草建設部,道路建設課,平成２５年度　地特　第１４号,秋月海南線地方特定道路整備発注者支援業務,和歌山市和田外地内,株式会社シーエスエス,11340000,9016427,9417450,8,一般競争入札
20130326,那賀建設部,河川課,平成２４年度　河地交金　第１０５号－８,住吉川河川整備事業認定申請図書作成業務,岩出市中島外地内,株式会社産業工学研究所和歌山営業所,4399500,3431767,3832500,5,一般競争入札
20130326,那賀建設部,道路建設課,平成２４年度　半振　第２号－７,上鞆渕那賀線半島振興道路整備計測業務,紀の川市赤沼田地内,有限会社岡本土木技術,3769500,3101730,3106425,21,一般競争入札
20130326,西牟婁建設部,河川課,平成２４年度　防交金　第９２２－７号,生馬川河川整備工事,西牟婁郡上富田町生馬地内,有限会社建設タナカ,18145050,15812509,15918000,14,一般競争入札
20130326,西牟婁建設部,道路保全課,平成２５年度　道維修　第６号－１３,田辺白浜線外道路維持修繕測量業務,西牟婁振興局建設部管内一円,紀勢測量,2499000,1892078,2249100,10,一般競争入札
20130326,西牟婁建設部,道路保全課,平成２４年度　道保交金　第６０６－３８号,田辺龍神線（奇絶峡トンネル外）交付金道路保全設計業務,田辺市秋津川外地内,株式会社エイト日本技術開発和歌山支店,7854000,5953203,6114150,5,一般競争入札
20130326,伊都建設部,道路建設課,平成２５年度　地特　第５号,那賀かつらぎ線　地方特定道路整備発注者支援業務,伊都郡かつらぎ町笠田中外地内,株式会社データ技研,11917500,9659634,11550000,9,一般競争入札
20130326,東牟婁串本建設部,道路建設課,平成２５年度　地特　第３５号,那智勝浦古座川線外地方特定道路整備発注者支援業務,東牟婁郡古座川町山手?中崎外地内,和歌山航測株式会社,11413500,9477896,11025000,3,一般競争入札
20130326,西牟婁建設部,港湾整備課,平成２４年度　海整　第１号－４,日置海岸海岸整備（高潮）工事,西牟婁郡白浜町日置地先,日置川開発株式会社,62221950,54217462,55999755,3,一般競争入札（総合評価）
20130326,西牟婁建設部,河川課,平成２４年度　広域河川　第５０４号,日置川河川整備工事,西牟婁郡白浜町大外地内,株式会社平建設,99837150,88792287,89852700,6,一般競争入札（総合評価）
20130326,西牟婁建設部,河川課,平成２４年度　広域河川　第５０４号－２,日置川河川整備工事,西牟婁郡白浜町大地内,株式会社目良組,99009750,86000416,86100000,6,一般競争入札（総合評価）
20130326,西牟婁建設部,河川課,平成２４年度　防交金　第９１８号,日置川河川整備工事,西牟婁郡白浜町田野井地内,株式会社平建設,35232750,31753774,32061750,10,一般競争入札（総合評価）
20130326,海草建設部,河川課,平成２４年度　防交金　第９０６号,日方川河川整備発注者支援業務,海南市日方外地内,株式会社データ技研,11340000,9208461,10920000,8,一般競争入札
20130326,海草建設部,道路建設課,平成２５年度　地特　第１３号,粉河加太線地方特定道路整備発注者支援業務,和歌山市直川外地内,和歌山航測株式会社,11340000,9201145,10762500,8,一般競争入札
20130326,海草建設部,道路建設課,平成２４年度　道改交金　第１１２号－６,粉河加太線道路改良工事,和歌山市宇田森地内,株式会社コスモライン,5957700,5111229,5113080,16,一般競争入札
20130326,海草建設部,道路建設課,平成２４年度　道改交金　第１１４号－１０,粉河加太線道路改良調査業務,和歌山市直川地内,株式会社西播設計和歌山営業所,1501500,1128467,1155000,8,一般競争入札
20130326,海草建設部,道路建設課,平成２４年度　公共街路　第３号－１０,湊神前線（神前）道路改良工事,和歌山市神前地内,有限会社和西建設,60121950,53156680,53760000,7,一般競争入札（総合評価）
20130326,西牟婁建設部,河川課,平成２４年度　高速　第２０１号,名喜里川高速道路関連河川改修工事,田辺市新庄町地内,株式会社和歌山拓殖,38697750,34711666,34789650,6,一般競争入札（総合評価）
20130326,西牟婁建設部,河川課,平成２４年度　防交金　第９２２－７号－３,野中川河川整備工事,田辺市中辺路町野中地内,有限会社野中建設,18499950,16086410,17377500,3,一般競争入札
20130326,海草建設部,道路保全課,平成２５年度　道維修　第１号,和歌山海南線外道路排水設備点検維持修繕工事,和歌山市中島外地内,大揚興業株式会社,9389100,7621998,7654500,3,一般競争入札
20130326,伊都建設部,道路建設課,平成２５年度　地特　第４号,和歌山橋本線　地方特定道路整備発注者支援業務,伊都郡かつらぎ町西渋田外地内,和建技術株式会社,11917500,9687535,10972500,9,一般競争入札
20130326,海草建設部,河川課,平成２４年度　河交金　第８０１号－２,和歌川（和田川）河川整備発注者支援業務,和歌山市坂田外地内,ワコウコンサルタント株式会社,11340000,9147193,10710000,8,一般競争入札
20130326,海草建設部,河川課,平成２４年度　河交金　第８０１号,和歌川（和田川）河川整備発注者支援業務,和歌山市三葛外地内,ワコウコンサルタント株式会社,11340000,9246867,10710000,8,一般競争入札
20130325,西牟婁建設部,砂防課,平成２４年度　砂防　第１１３号－８,芦立地区砂防発注者支援業務,田辺市中辺路町内井川地内,株式会社初山,11917500,9491264,10836000,7,一般競争入札
20130325,西牟婁建設部,砂防課,平成２４年度　砂防　第１１２号－７,高原地区砂防発注者支援業務,田辺市中辺路町高原地内,和歌山航測株式会社,11917500,9429689,10920000,7,一般競争入札
20130325,西牟婁建設部,道路保全課,平成２５年度　県交　第６号,国道１６８号外交通安全施設等整備発注者支援業務,田辺市本宮町伏拝外地内,株式会社果無,11917500,9356568,10962000,9,一般競争入札
20130325,西牟婁建設部,道路保全課,平成２５年度　長命　第６号,国道３１１号外橋りょう長命化対策発注者支援業務,田辺市中辺路町福定外地内,小川測量設計株式会社,11917500,9583627,10846500,7,一般競争入札
20130325,西牟婁建設部,河川課,平成２５年度　災発支　第７号,国道３１１号外道路災害復旧発注者支援業務,田辺市中辺路町栗栖川?中辺路町真砂外地内,テクノ富貴株式会社,11917500,9801065,10836000,8,一般競争入札
20130325,西牟婁建設部,河川課,平成２４年度　河交金　第２０４号－６,左会津川河川整備発注者支援外合併業務,田辺市稲成町、古尾外地内,有限会社南紀測量,11917500,9364265,10605000,7,一般競争入札
20130325,西牟婁建設部,道路保全課,平成２５年度　県災防　第６号,田辺龍神線外道路災害防除発注者支援業務,田辺市秋津川外地内,日高測量設計株式会社,11917500,9708702,10725750,7,一般競争入札
20130325,西牟婁建設部,道路建設課,平成２４年度　地特　第３４号－５,白浜温泉線外地方特定道路整備発注者支援業務,西牟婁郡白浜町富田外地内,テクノ富貴株式会社,11917500,9704854,11077500,8,一般競争入札
20130325,西牟婁建設部,道路建設課,平成２４年度　地特　第３４号－４,白浜温泉線外地方特定道路整備発注者支援業務,西牟婁郡白浜町富田外地内,テクノ富貴株式会社,11917500,9727944,10605000,8,一般競争入札
20130325,西牟婁建設部,河川課,平成２４年度　河地交金　第７０４号－３,芳養川河川整備発注者支援業務,田辺市中芳養地内,和歌山航測株式会社,11917500,9452779,10920000,7,一般競争入札
20130325,西牟婁建設部,道路建設課,平成２５年度　小道改　第６０９号,龍神十津川線外小規模道路改良発注者支援業務,田辺市龍神村丹生ノ川外地内,日高測量設計株式会社,11917500,9752959,11082750,7,一般競争入札
20130325,和歌山下津港湾事務所,港湾整備課,平成２４年度　活性化　第１号,和歌浦漁港整備（活性化）工事,和歌山市和歌浦地先,有限会社西尾組,15100050,13330215,14175000,5,一般競争入札
20130325,和歌山下津港湾事務所,港湾整備課,平成２４年度　港整　第７－１１号,和歌山下津港　港湾施設整備（既存）工事,和歌山市湊地内,有限会社和歌浦電業,8911350,8063524,8067150,15,一般競争入札
20130322,東牟婁新宮建設部,河川課,平成２４年度　河交金　第２０７号,熊野川河川整備発注者支援業務,新宮市熊野川町日足地内,有限会社熊野路測量設計,11917500,9706778,11539500,3,一般競争入札
20130322,東牟婁新宮建設部,河川課,平成２５年度　災発支　第９号,国道１６８号外道路災害復旧発注者支援業務,新宮市南檜杖外地内,株式会社データ技研,11917500,9427764,11550000,3,一般競争入札
20130322,西牟婁建設部,河川課,平成２４年度　河地交金　第７０５号,左会津川河川整備設計業務,田辺市高雄地内,国際航業株式会社和歌山営業所,11896500,9291603,9345000,13,一般競争入札
20130322,東牟婁新宮建設部,河川課,平成２４年度　河防交金　第４０４号－５,太田川河川整備発注者支援業務,東牟婁郡那智勝浦町下里外地内,有限会社熊野路測量設計,11917500,9769315,11539500,3,一般競争入札
20130322,東牟婁新宮建設部,河川課,平成２５年度　災発支　第９号－２,太田川外河川災害復旧発注者支援業務,東牟婁郡那智勝浦町南大居外地内,株式会社データ技研,11917500,9481643,11550000,3,一般競争入札
20130322,東牟婁新宮建設部,砂防課,平成２４年度　砂防　第２４号－５,大休場谷川砂防発注者支援業務,新宮市熊野川町上長井地内,和歌山航測株式会社,11917500,9726020,11550000,3,一般競争入札
20130322,東牟婁新宮建設部,道路保全課,平成２５年度　県災防　第８号,那智山勝浦線外道路災害防除発注者支援業務,東牟婁郡那智勝浦町市野々外地内,株式会社データ技研,11917500,9604794,11550000,3,一般競争入札
20130322,東牟婁新宮建設部,道路建設課,平成２５年度　小道改　第８０２号,那智勝浦古座川線小規模道路改良発注者支援業務,東牟婁郡那智勝浦町川関外地内,和歌山航測株式会社,11917500,9468173,11550000,3,一般競争入札
20130322,東牟婁新宮建設部,河川課,平成２５年度　災発支　第９号－３,那智川外河川災害復旧発注者支援業務,東牟婁郡那智勝浦町川関外地内,株式会社データ技研,11917500,9370037,11550000,3,一般競争入札
20130321,西牟婁建設部,砂防課,平成２４年度　小がけ　第１１号－２,古尾地区小規模がけ崩れ対策工事,田辺市古尾地内,三栖組,1517250,1284286,1288455,4,一般競争入札
20130321,西牟婁建設部,道路建設課,平成２４年度　道改交金　第１３４号－５,上富田南部線道路改良工事,田辺市秋津町地内,株式会社コスモライン,604800,518600,522900,8,一般競争入札
20130321,西牟婁建設部,河川課,平成２４年度　県債　２３年災災関　第３号,田辺龍神線（仮称虎ヶ峰橋下部工）災害関連工事,田辺市中辺路町水上?日高郡みなべ町清川地内,株式会社共栄建設工業,283484250,240341998,283395000,2,一般競争入札（総合評価）
20130319,東牟婁新宮建設部,河川課,平成２４年度　２４年災　第６８号,井鹿川河川災害復旧工事,東牟婁郡那智勝浦町井鹿地内,有限会社﨑建設,5017950,4256276,4300800,5,一般競争入札
20130319,東牟婁新宮建設部,河川課,平成２４年度　２４年災　第６９号,井鹿川河川災害復旧工事,東牟婁郡那智勝浦町井鹿地内,有限会社﨑建設,8433600,7135910,7242900,5,一般競争入札
20130319,海草建設部,河川課,平成２４年度　河交金　第８０４－２号,紀三井寺川河川整備工事,和歌山市紀三井寺地内,株式会社鶴見製作所和歌山営業所,99778350,87552508,99645000,1,一般競争入札（総合評価）
20130319,伊都建設部,河川課,平成２４年度　堤改　第１０１号－４,窪谷川　堤防改修工事,伊都郡かつらぎ町窪外地内,三矢推進工業株式会社,11091150,9458241,9541350,15,一般競争入札
20130319,西牟婁建設部,河川課,平成２４年度　２３年災　第１１５３号－４,国道３１１号道路災害復旧工事,田辺市中辺路町栗栖川?真砂地内,阿和建設工業株式会社,138908700,118970522,119463750,15,一般競争入札（総合評価）
20130319,伊都建設部,道路建設課,平成２４年度　県債　道改交金　第１６号－５１,国道３７１号（仮称横谷川橋下部）　道路改良工事,橋本市御幸辻地内,株式会社城野組,99988350,86940809,88567500,13,一般競争入札（総合評価）
20130319,日高建設部,道路建設課,平成２４年度　２３年災災関　第２号－２,国道４２４号（トンネル照明施設）　災害関連（外）合併　設計業務,日高郡みなべ町清川地内,株式会社エイト日本技術開発和歌山支店,3790500,2962021,3000900,2,一般競争入札
20130319,伊都建設部,道路建設課,平成２４年度　小道改　第５号－５,国道４８０号　小規模道路改良工事,伊都郡かつらぎ町花園北寺地内,株式会社ダイケン,14409150,12310204,12474000,11,一般競争入札
20130319,伊都建設部,道路建設課,平成２４年度　道改交金　第３０－３号－３,国道４８０号　道路改良調査解析合併業務,伊都郡高野町高野山地内,株式会社データ技研,10962000,9925981,9934974,15,一般競争入札
20130319,伊都建設部,河川課,平成２４年度　河地交金　第１０２号－５,桜谷川　河川整備工事,伊都郡かつらぎ町大薮地内,西川建設,19870200,17431950,18081000,9,一般競争入札
20130319,海草建設部,道路建設課,平成２４年度　道改交金　第１１６号－４,秋月海南線道路改良測量設計業務,和歌山市和田地内,株式会社ウエスコ和歌山営業所,5092500,3805179,3811500,15,一般競争入札
20130319,公共建築課,都市政策課,平成２２年度　県債　国公整　第１号－１５,秋葉山公園県民水泳場エレベーター他建築工事,和歌山市秋葉町地内,アサカワリフォーム株式会社,99609300,90222119,90520500,2,一般競争入札（総合評価）
20130319,公共建築課,都市政策課,平成２２年度　県債　国公整　第１号－１７,秋葉山公園県民水泳場エレベーター他電気設備工事,和歌山市秋葉町地内,共栄電設株式会社,41429850,36699859,37275000,6,一般競争入札（総合評価）
20130319,海草建設部,道路建設課,平成２４年度　公共街路　第１－１号－４,西脇山口線（園部・六十谷）道路改良工事,和歌山市園部外地内,紀宝電設株式会社,14269500,12180023,12325950,13,一般競争入札
20130319,那賀建設部,道路保全課,平成２４年度　国補県橋補　第２０２－２３号－２,泉佐野打田線（重行陸橋）県道橋りょう補修工事,紀の川市重行地内,小勝組,16870350,14503799,14593950,8,一般競争入札
20130319,那賀建設部,道路保全課,平成２４年度　国補県橋補　第２０２－２３号,泉佐野打田線（重行陸橋）県道橋りょう補修工事,紀の川市重行地内,川口建設株式会社,24952200,21746304,21769650,29,一般競争入札
20130319,東牟婁新宮建設部,河川課,平成２４年度　県債　２３年災　第１２０２号－２,那智山勝浦線（川関橋）橋梁災害復旧外合併工事,東牟婁郡那智勝浦町川関地内,株式会社川合組,163174200,142173468,142908150,6,一般競争入札（総合評価）
20130319,東牟婁新宮建設部,道路保全課,平成２４年度　交安交金　第８０４－６号－２,那智山勝浦線交付金交通安全工事,東牟婁郡那智勝浦町天満地内,株式会社海邊組,57712200,50095480,51288300,5,一般競争入札（総合評価）
20130319,東牟婁新宮建設部,河川課,平成２４年度　２３年災助成　第３号－３,那智川災害復旧助成建物調査業務,東牟婁郡那智勝浦町天満地内,株式会社オオバ和歌山営業所,5113500,3911290,3916500,18,一般競争入札
20130319,伊都建設部,道路建設課,平成２４年度　小道改　第１０４号－２,二見御幸辻停車場線　小規模道路改良工事,橋本市隅田町霜草地内,田中工務店,1396500,1179523,1197000,8,一般競争入札
20130319,海草建設部,道路建設課,平成２４年度　道改交金　第１１２号－５,粉河加太線道路改良工事,和歌山市宇田森地内,株式会社杖村舗装建設,44885400,39237771,39417000,21,一般競争入札（総合評価）
20130318,西牟婁建設部,道路保全課,平成２４年度　道保交金　第６０６－７号,田辺龍神線交付金道路保全工事,田辺市秋津川地内,淺川道路株式会社,14966700,12740665,12841500,8,一般競争入札
20130314,海草建設部,道路建設課,平成２４年度　公共街路　第１－１号－３,西脇山口線（園部・六十谷）道路改良工事,和歌山市六十谷地内,株式会社キンキ,573300,477370,504000,9,一般競争入札
20130313,有田建設部,道路建設課,平成２４年度　県債　普通農道　第３号－４,一般農道整備事業鳥屋城２期地区農道（仮称鳥屋城１号橋）Ｐ２橋脚工事,有田郡有田川町小川地内,株式会社山正組,99756300,89280294,89670000,12,一般競争入札（総合評価）
20130313,西牟婁建設部,河川課,平成２４年度　県債　２３年災　第１１６１号－２,下川上牟婁線道路災害復旧工事,田辺市下川下地内,川口建設株式会社,410506950,357303929,358004850,26,一般競争入札（総合評価）
20130313,有田建設部,道路建設課,平成２４年度　道改交金　第１２７－１号－３,吉備金屋線道路改良工事,有田郡有田川町明王寺地内,株式会社杖村舗装建設,7135800,6105663,6107850,20,一般競争入札
20130313,有田建設部,道路建設課,平成２４年度　道改交金　第１２７－１号－２,吉備金屋線道路改良工事,有田郡有田川町水尻地内,有田建設,21282450,18385040,18405450,35,一般競争入札
20130313,有田建設部,道路建設課,平成２４年度　道改交金　第１２７－１号,吉備金屋線道路改良工事,有田郡有田川町水尻?明王寺地内,株式会社中屋組,65341500,56778709,57267000,9,一般競争入札（総合評価）
20130313,有田建設部,道路建設課,平成２４年度　県債　道改交金　第２２－１号－５,国道４２４号道路改良工事,有田郡有田川町西ケ峯地内,戸上組,91210350,79376499,80498250,12,一般競争入札（総合評価）
20130313,有田建設部,道路建設課,平成２４年度　道改交金　第３３号－１１,国道４８０号道路改良工事,有田郡有田川町岩野河地内,小堀建設,18237450,15784678,15863400,36,一般競争入札
20130313,西牟婁建設部,河川課,平成２４年度　２３年災　第２４０号－３,富田川河川災害復旧工事,田辺市中辺路町真砂地内,株式会社小原工務店,213797850,188405056,188807850,26,一般競争入札（総合評価）
20130313,有田建設部,河川課,平成２４年度　河地交金　第１１９－１号－８,有田川総合流域防災堤防強化設計業務,有田市星尾地内,有限会社尾崎測量設計,3213000,2454726,2462250,17,一般競争入札
20130313,有田建設部,河川課,平成２４年度　河地交金　第１１９－１号－７,有田川総合流域防災堤防強化測量業務,有田市星尾地内,有田測量設計事務所,1386000,980280,1191750,9,一般競争入札
20130312,伊都建設部,道路建設課,平成２４年度　道改交金　第６号,国道３７０号　道路改良工事,伊都郡九度山町下古沢地内,株式会社ダイケン,14181300,12401958,12474000,10,一般競争入札
20130312,伊都建設部,道路建設課,平成２４年度　県債　道改交金　第１６号－５０,国道３７１号　道路改良工事,橋本市御幸辻地内,奈和建設株式会社,96304950,85731419,86357250,15,一般競争入札（総合評価）
