入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20070328,西牟婁建設部,道路保全課,国道４２４号道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村甲斐ノ川　　　,地内　　　　　　　　,（株）丸慶組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12290250,8830500,8830500,20,指名競争入札
20070328,西牟婁建設部,道路保全課,国道４２４号道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村甲斐ノ川　　　,地内　　　　　　　　,（有）ヨシダ組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9388050,6745200,6745200,20,指名競争入札
20070328,西牟婁建設部,道路保全課,国道１６８号特定交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,森建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15239700,11517450,12967500,20,指名競争入札
20070328,西牟婁建設部,道路保全課,国道１６８号特定交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,西濱組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5290950,3999450,4987500,20,指名競争入札
20070326,西牟婁建設部,河川課,日置川広域基幹河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,田野井　　　　　　　,地内　　　　　　　　,（株）日置川建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,86557800,69066900,81690000,16,条件付一般競争入札
20070326,西牟婁建設部,砂防課,本宮地区特定緊急地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,りんかい日産建設（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,66068100,54615750,51975000,5,条件付一般競争入札
20070322,海草建設部,道路建設課,西脇山口線（坂田）地方特定道路整備橋梁詳細設計業務　　　　　　　　　　　　　　　,和歌山市　　　　　　,本脇　　　　　　　　,地内　　　　　　　　,八千代エンジニヤリング（株）大阪支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10164000,0,9240000,14,指名競争入札
20070322,海草建設部,道路建設課,西脇山口線（坂田）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,本脇　　　　　　　　,地内　　　　　　　　,（株）杖村舗装建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,20095950,15246000,15246000,16,指名競争入札
20070322,海草建設部,道路建設課,西脇山口線（坂田）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,本脇　　　　　　　　,地内　　　　　　　　,（株）きんでん和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19434450,16519282,17325000,9,指名競争入札
20070322,海草建設部,河川課,和歌川大規模地震対策等河川調査業務　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,布引外　　　　　　　,地内　　　　　　　　,和建技術（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6706350,0,5985000,15,指名競争入札
20070322,海草建設部,河川課,亀の川総合流域防災工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,布引　　　　　　　　,地内　　　　　　　　,永幸建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5950350,4752300,4752300,22,指名競争入札
20070322,海草建設部,砂防課,内原地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,内原　　　　　　　　,地内　　　　　　　　,（有）ユートピア建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6243300,4194750,5044200,22,指名競争入札
20070322,西牟婁建設部,道路建設課,国道４２５号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村福井　　　　　,地内　　　　　　　　,（株）丸慶組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,49388850,37734900,37734900,20,指名競争入札
20070322,西牟婁建設部,道路建設課,国道４２５号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村福井　　　　　,地内　　　　　　　　,（株）タイリュウ建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,48939450,37070250,37070250,20,指名競争入札
20070322,西牟婁建設部,道路保全課,国道３７１号道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,龍神村龍神　　　　　,地内　　　　　　　　,川口建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19605600,14639100,14639100,20,指名競争入札
20070322,西牟婁建設部,道路保全課,田辺白浜線地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,堅田　　　　　　　　,地内　　　　　　　　,重津建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12877200,9443700,9443700,20,指名競争入札
20070322,西牟婁建設部,河川課,日置川広域基幹河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,田野井　　　　　　　,地内　　　　　　　　,楠本土木　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19186650,14787150,18207000,20,指名競争入札
20070322,西牟婁建設部,河川課,日置川広域基幹河川改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,田野井　　　　　　　,地内　　　　　　　　,薮本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34747650,27726300,33012000,20,指名競争入札
20070322,西牟婁建設部,砂防課,志原地区急傾斜地崩壊対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,日置　　　　　　　　,地内　　　　　　　　,柏木組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6497400,5011650,5011650,20,指名競争入札
20070322,西牟婁建設部,砂防課,本宮地区特定緊急地すべり対策工事　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（株）仲建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,49166250,40643400,46515000,20,指名競争入札
20070322,西牟婁建設部,道路政策課,高速道路関連残土処理場整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下三栖　　　　　　　,地内　　　　　　　　,（有）柳生建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6245400,4785900,5985000,20,指名競争入札
20070322,西牟婁建設部,漁港課,田辺漁港海岸津波・高潮危機管理対策緊急工事　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,天神崎　　　　　　　,地先　　　　　　　　,（有）出口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,25301850,19278000,24255000,20,指名競争入札
20070322,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（有）紀南総業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,27249600,21998550,26197500,17,指名競争入札
20070320,公共建築課,公共建築課,妙寺警察署庁舎付属棟建築工事　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,中飯降　　　　　　　,地内　　　　　　　　,（株）平岡広建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,70121100,59602935,66570000,21,指名競争入札
20070320,日高建設部,砂防課,土生川　通常砂防　工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,土生　　　　　　　　,地内　　　　　　　　,光建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1862700,0,1806000,21,指名競争入札
20070316,東牟婁串本建設部,道路保全課,すさみ古座線　道路災害防除　工事　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,一雨外　　　　　　　,地内　　　　　　　　,（有）泰間組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,37499700,27601350,27601350,20,指名競争入札
20070316,東牟婁新宮建設部,漁港課,勝浦漁港整備（広域）設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,（株）センク２１和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12757500,0,11550000,18,指名競争入札
20070316,東牟婁新宮建設部,漁港課,勝浦漁港整備（広域）調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,（有）グランパ補償研究所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1228500,0,913500,11,指名競争入札
20070316,東牟婁新宮建設部,漁港課,勝浦漁港整備（広域）調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2037000,0,1890000,11,指名競争入札
20070316,東牟婁新宮建設部,漁港課,勝浦漁港整備（広域）調査測量設計業務　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,築地　　　　　　　　,地内　　　　　　　　,（株）センク２１和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12757500,0,11550000,18,指名競争入札
20070316,東牟婁新宮建設部,管理整備課,宇久井港　港整備交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,宇久井　　　　　　　,地内　　　　　　　　,（有）都建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7616700,5968200,7192500,14,指名競争入札
20070315,海草建設部,道路建設課,松島本渡線道路改良用地調査等業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前　　　　　　　　,地内　　　　　　　　,（株）アイテクノ和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8998500,0,8001000,15,指名競争入札
20070315,海草建設部,道路建設課,西脇山口線（坂田）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,本脇　　　　　　　　,地内　　　　　　　　,植野電気（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5863200,4119150,5250000,20,指名競争入札
20070315,海草建設部,道路建設課,西脇山口線（坂田）道路改良工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,本脇　　　　　　　　,地内　　　　　　　　,関西建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5948250,4298700,4298700,11,指名競争入札
20070315,海草建設部,道路建設課,西脇山口線（園部）街路整備測量調査業務　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,園部　　　　　　　　,地内　　　　　　　　,（有）和創技術　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1543500,0,1417500,15,指名競争入札
20070315,海草建設部,道路保全課,和歌山野上線電線共同溝整備工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,岡山丁　　　　　　　,地内　　　　　　　　,楠本建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,49024500,35500500,35500500,20,指名競争入札
20070315,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀浄化センターポンプ棟（その2 ）建設工事　　,岩出市　　　　　　　,中島　　　　　　　　,地内　　　　　　　　,（有）井上塗装工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17241000,12543300,16369500,8,指名競争入札
20070315,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）那賀浄化センターポンプ棟（その3 ）建設工事　　,岩出市　　　　　　　,中島　　　　　　　　,地内　　　　　　　　,（株）丸善　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9401700,7990500,9030000,20,指名競争入札
20070315,伊都建設部,道路建設課,国道４８０号　道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平　　　　　　　　　,地内　　　　　　　　,（株）小西建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,40437600,31237500,38325000,20,指名競争入札
20070315,伊都建設部,道路建設課,国道４８０号　道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,平　　　　　　　　　,地内　　　　　　　　,オリエンタル建設（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,24073350,18344550,18344550,12,指名競争入札
20070315,伊都建設部,道路建設課,国道３７１号　道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,柱本　　　　　　　　,地内　　　　　　　　,（株）ハウスアラメント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,35061600,28989450,33600000,19,指名競争入札
20070315,日高建設部,砂防課,池田地区　急傾斜地崩壊対策　工事　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,池田　　　　　　　　,地内　　　　　　　　,内原農園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7754250,5796000,7686000,10,指名競争入札
20070314,公共建築課,公共建築課,紀北工業高校体育館建築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,橋本市　　　　　　　,神野々　　　　　　　,地内　　　　　　　　,（株）宮井組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,474285000,403142250,403142250,12,条件付一般競争入札
20070314,海草建設部,道路建設課,奥佐々阪井線半島振興道路整備測量業務　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,動木　　　　　　　　,外地内　　　　　　　,（株）センダイ工部コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3234000,0,2971500,15,指名競争入札
20070314,海草建設部,道路建設課,奥佐々阪井線半島振興道路整備調査業務　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,小畑　　　　　　　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1512000,0,829500,15,指名競争入札
20070314,海草建設部,河川課,加茂川河川高潮対策調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,海南市　　　　　　　,下津町方　　　　　　,地内　　　　　　　　,玉野総合コンサルタント（株）和歌山事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,17230500,0,15435000,15,指名競争入札
20070314,西牟婁建設部,道路保全課,国道１６８号特定交通安全施設等整備工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（株）夏山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3673950,2778300,3486000,12,指名競争入札
20070314,西牟婁建設部,道路保全課,文里港線地方道路交付金工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,新庄町　　　　　　　,地内　　　　　　　　,（株）タイト工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1078350,0,945000,14,指名競争入札
20070314,西牟婁建設部,河川課,芳養川河川修繕外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中芳養　　　　　　　,地内　　　　　　　　,ワシン建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,875700,0,829500,11,指名競争入札
20070314,西牟婁建設部,砂防課,本宮地区特定緊急地すべり対策業務　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町本宮　　　　　,地内　　　　　　　　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9681000,0,8715000,12,指名競争入札
20070314,西牟婁建設部,管理整備課,白浜海岸補修（津波緊急) 工事　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,堅田　　　　　　　　,地内　　　　　　　　,明山デンキ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14715750,12507600,14280000,21,指名競争入札
20070314,東牟婁串本建設部,河川課,潮岬周遊線　道路災害復旧　工事　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　串本町　　,潮岬　　　　　　　　,地内　　　　　　　　,（株）小森組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,43367100,32098500,32098500,22,指名競争入札
20070313,有田建設部,道路政策課,国道４８０号外交通量調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,市場　　　　　　　　,外地内　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1732500,0,1638000,15,指名競争入札
20070312,海草建設部,道路建設課,西脇山口線街路整備工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,西庄　　　　　　　　,地内　　　　　　　　,（株）紀伊建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1184400,0,1044750,19,指名競争入札
20070312,東牟婁新宮建設部,道路保全課,国道１６８号道路災害防除工事　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,相賀　　　　　　　　,地内　　　　　　　　,雅建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,47931450,36237600,36237600,31,指名競争入札
20070312,東牟婁新宮建設部,道路政策課,国道１６８号外道路交通情勢調査業務　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,五新　　　　　　　　,外地内　　　　　　　,進創設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1417500,0,1354500,12,指名競争入札
20070312,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,大和建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,36275400,29285550,29285550,21,指名競争入札
20070312,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,（有）小阪組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,38982300,31470600,31470600,21,指名競争入札
20070312,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,三和建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,42593250,34384350,40320000,21,指名競争入札
20070312,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,三輪崎　　　　　　　,地内　　　　　　　　,大和建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,45300150,36570450,36570450,32,指名競争入札
20070309,東牟婁新宮建設部,道路建設課,国道１６８号道路改築工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,南桧杖　　　　　　　,地内　　　　　　　　,川上組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12043500,9299850,11382000,16,指名競争入札
20070309,東牟婁新宮建設部,河川課,荒木川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,佐野　　　　　　　　,地内　　　　　　　　,竹田工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,399000,0,378000,18,指名競争入札
20070309,東牟婁新宮建設部,河川課,太田川河川修繕工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,下里　　　　　　　　,地内　　　　　　　　,（株）木下産業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1424850,0,1333500,19,指名競争入札
20070309,東牟婁新宮建設部,河川課,佐野川外河川修繕業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,佐野外　　　　　　　,地内　　　　　　　　,熊野川町森林組合　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1493100,0,1365000,4,指名競争入札
20070309,東牟婁新宮建設部,河川課,湯川川外河川修繕業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　那智勝浦町,湯川外　　　　　　　,地内　　　　　　　　,那智勝浦町森林組合　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1346100,0,1144500,4,指名競争入札
20070308,海草建設部,道路建設課,松島本渡線道路改良用地調査等業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前　　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3213000,0,1932000,15,指名競争入札
20070308,海草建設部,道路建設課,西脇山口線（善明寺）街路整備設計業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,善明寺外　　　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3979500,0,3612000,15,指名競争入札
20070308,海草建設部,道路建設課,南港山東線（東）街路整備設計照査業務　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,中島外　　　　　　　,地内　　　　　　　　,日本工営（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2919000,0,2625000,15,指名競争入札
20070308,海草建設部,道路建設課,松島本渡線道路改良用地調査等業務　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,神前　　　　　　　　,地内　　　　　　　　,東設計工房　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3213000,0,1869000,15,指名競争入札
20070308,海草建設部,道路建設課,町道紀州サン・リゾートライン線（仮称上ノ城トンネル）道路改良照明設備設置工事　　,海草郡　紀美野町　　,津川　　　　　　　　,地内　　　　　　　　,初島電設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,121586850,94989300,109200000,24,条件付一般競争入札
20070308,海草建設部,道路保全課,和歌山橋本線舗装補修外合併工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,山東中外　　　　　　,地内　　　　　　　　,木下建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8319150,5818050,6604500,16,指名競争入札
20070308,海草建設部,河川課,和歌川大規模地震対策等河川測量外合併業務　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,小雑賀外　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2520000,0,2236500,15,指名競争入札
