入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
,和歌山下津港湾事務所,管理整備課,和歌山下津港　西脇防波堤①　災害復旧　工事,和歌山市,西脇,地内,第五工業（株）,"61,011,300","47,710,950","45,045,000",15,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾改良　工事,和歌山市,湊,地内,上田組,"11,333,700","9,192,750","9,192,750",19,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　湊水門　災害復旧　工事,和歌山市,湊紺屋町,地内,（有）一藤建設,"616,350",0,"441,000",18,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　港湾海岸高潮対策　工事,海草郡　下津町,方,地内,（株）三愛基礎工業,"7,843,500","6,666,975","6,666,975",12,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　毛見防波堤（北）　災害復旧　工事,和歌山市,毛見,地内,（株）大堀建設,"18,054,750","13,736,100","13,736,100",18,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　北港緑地護岸　災害復旧　工事,和歌山市,湊,地内,北新工業（株）,"44,550,450","34,715,100","34,715,100",21,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　毛見防波堤（南）　災害復旧　工事,和歌山市,毛見,地内,建設業ヤマシン,"28,864,500","21,959,700","21,959,700",19,指名競争入札
,海草建設部,道路建設課,山畑２期地区１号橋Ｐ１橋脚基礎工事,海草郡　野上町,動木,地内,神出建設企業（株）,"50,872,500","38,787,000","49,350,000",11,指名競争入札
20050318,有田建設部,漁港課,雑賀崎漁港整備（特定）工事,和歌山市,雑賀崎,地先,（株）東組,"21,803,100","16,682,400","20,685,000",10,指名競争入札
20050317,海草建設部,道路建設課,粉河加太線地方特定道路整備工事,和歌山市,磯ノ浦外,地内,（有）山本耕次建設工業,"24,710,700","18,529,350","18,529,350",15,指名競争入札
,海草建設部,道路保全課,和歌山打田線舗装補修外合併工事,和歌山市,吐前外,地内,（有）和西建設,"5,420,100","4,057,200","4,057,200",14,指名競争入札
,海草建設部,道路保全課,和歌山橋本線外交通安全施設等整備工事,和歌山市,西外,地内,（株）三紀,"1,749,300",0,"1,554,000",10,指名競争入札
,海草建設部,道路建設課,紀伊停車場田井ノ瀬線外道路改良外合併工事,和歌山市,小豆島外,地内,（株）キンキ,"5,552,400","4,519,200","4,519,200",9,指名競争入札
,海草建設部,道路保全課,新和歌浦梅原線（北島橋）緊急地方道路整備外合併工事,和歌山市,北島,地内,日立造船（株）和歌山営業所,"76,176,450","60,506,250","71,610,000",15,指名競争入札
,日高建設部,管理整備課,日高港浜ノ瀬防波堤災害復旧工事,日高郡　美浜町,浜ノ瀬,地先,（株）西組,"24,202,500","18,929,400","23,709,000",9,指名競争入札
,日高建設部,河川課,切目川総合開発国道４２５号付替工事,日高郡　印南町,田ノ垣内,地内,西山組,"20,041,350","15,316,350","18,847,500",15,指名競争入札
,日高建設部,河川課,西川広域基幹河川改修調査業務,日高郡　美浜町,和田,地内,（株）技研,"13,923,000",0,"12,810,000",13,指名競争入札
,日高建設部,河川課,切目川統合河川整備工事,日高郡　印南町,島田,地内,（有）豊栄,"2,644,950","2,104,200","2,509,500",12,指名競争入札
,日高建設部,道路保全課,国道４２５号（外）交通安全施設等整備（外）合併工事,日高郡　印南町,美里（外）,地内,（株）三紀,"2,957,850","2,144,100","2,803,500",10,指名競争入札
,日高建設部,道路保全課,たかの金屋線道路維持修繕工事,日高郡　みなべ町,高野,地内,（株）伏見組,"1,251,600",0,"1,223,250",13,指名競争入札
,日高建設部,道路保全課,国道４２４号（外）舗装補修工事,日高郡　美山村,熊野川（外）,地内,北村建設（株）,"2,713,200","2,065,350","2,682,750",9,指名競争入札
,日高建設部,道路保全課,御坊美山線（外）交通安全施設等整備（外）合併調査設計業務,日高郡　中津村,（外）一円,地内,日高測量設計（株）,"3,171,000",0,"2,467,500",12,指名競争入札
,日高建設部,道路保全課,国道４２５号交通安全施設等整備工事,日高郡　龍神村,福井（外）,地内,（株）キンキ,"1,108,800",0,"1,044,750",11,指名競争入札
,日高建設部,管理整備課,日高港左岸導流堤災害復旧工事,御坊市,塩屋町　北塩屋,地先,（株）玉井組,"10,379,250","8,117,550","10,185,000",9,指名競争入札
,日高建設部,管理整備課,日高港港湾改良工事,日高郡　美浜町,浜ノ瀬,地先,（有）大川工務店,"24,073,350","19,117,350","19,117,350",16,指名競争入札
,日高建設部,管理整備課,日高港塩屋小型船舶係留施設災害復旧工事,御坊市,塩屋町　北塩屋,地先,（株）西組,"17,343,900","13,566,000","17,010,000",9,指名競争入札
,日高建設部,道路保全課,田辺印南線道路維持調査（外）合併測量設計業務,日高郡　みなべ町,東本庄,地内,（有）岡本土木技術,"3,200,000",0,"3,181,500",12,指名競争入札
,日高建設部,道路建設課,国道４２５号小規模道路改良工事,日高郡　印南町,田ノ垣内,地内,西山組,"20,041,350","15,316,350","18,847,500",15,指名競争入札
,日高建設部,管理整備課,由良港一ノハイ防波堤災害復旧工事,日高郡　日高町,小浦,地先,（株）西組,"64,731,450","51,505,650","63,420,000",8,指名競争入札
,日高建設部,管理整備課,由良港神谷第四防波堤災害復旧工事,日高郡　由良町,神谷,地先,（株）溝畑組,"67,587,450","53,777,850","66,234,000",9,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,（株）松根組,"42,380,100","34,785,450","41,685,000",15,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,武田組,"9,246,300","7,589,400","9,030,000",14,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,中本工務店,"9,246,300","7,589,400","9,108,750",13,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,清岡工務店,"9,790,200","8,035,650","9,586,500",13,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,紀州建設,"19,263,300","15,810,900","18,868,500",11,指名競争入札
,東牟婁新宮建設部,管理整備課,新宮港港湾改良工事,新宮市,三輪崎,地内,中浦建設,"19,263,300","15,810,900","18,984,000",13,指名競争入札
20050316,海草建設部,道路建設課,山畑２期地区農免農道その３工事,海草郡　野上町,動木,地内,（株）野上建設,"48,142,500","36,681,750","46,410,000",11,指名競争入札
,西牟婁建設部,管理整備課,文里港海岸外港湾海岸調査業務,田辺市,文里,外地内,国際航業（株）和歌山営業所,"1,197,000",0,"1,144,500",15,指名競争入札
,西牟婁建設部,管理整備課,日置海岸海岸高潮対策工事,西牟婁郡　日置川町,日置,地先,日置川開発（株）,"22,602,300","17,470,950","22,155,000",17,指名競争入札
,西牟婁建設部,道路建設課,国道３７１号特殊改良一種工事,西牟婁郡　大塔村,平瀬,地内,（株）谷口組,"18,582,900","14,110,950","18,259,500",15,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害関連工事,田辺市,目良,地先,（株）廣畑組,"72,668,400","59,684,100","71,610,000",9,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害復旧工事,田辺市,目良,地先,（株）廣畑組,"72,668,400","59,684,100","71,610,000",9,指名競争入札
,西牟婁建設部,道路保全課,日置川大塔線道路維持修繕工事,西牟婁郡　日置川町,田野井,外地内,淺川道路（株）,"3,097,500","2,334,150","3,024,000",7,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害復旧工事,田辺市,目良,地先,ワシン建設（株）,"67,944,450","55,804,350","66,885,000",9,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害復旧工事,田辺市,目良,地先,（株）テンコーライフ,"67,569,600","55,495,650","66,465,000",9,指名競争入札
,西牟婁建設部,河川課,左会津川外情報基盤緊急整備工事,田辺市,,外地内,日本無線（株）関西支社,"3,030,300","2,575,755","2,887,500",4,指名競争入札
,西牟婁建設部,公共建築課,近畿自然歩道近露公衆便所設備工事,西牟婁郡　中辺路町,近露,地内,（株）マツクボ,"9,669,450","7,917,000","9,502,500",11,指名競争入札
,西牟婁建設部,公共建築課,近畿自然歩道近露公衆便所建築工事,西牟婁郡　中辺路町,近露,地内,（株）松本組,"14,344,050","11,944,800","14,017,500",14,指名競争入札
,西牟婁建設部,砂防課,志原地区急傾斜地崩壊対策工事,西牟婁郡　日置川町,日置,地内,志原組,"4,720,800","3,430,350","4,620,000",15,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害関連工事,田辺市,目良,地先,（株）テンコーライフ,"67,569,600","55,495,650","66,465,000",9,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害関連工事,田辺市,目良,地先,ワシン建設（株）,"67,944,450","55,804,350","66,885,000",9,指名競争入札
,東牟婁串本建設部,道路保全課,国道３７１号　道路災害防除　工事,東牟婁郡　古座川町,洞尾,地内,ショーボンド建設（株）和歌山営業所,"46,742,850","35,878,500","45,990,000",11,指名競争入札
20050315,和歌山下津港湾事務所,管理整備課,和歌山下津港　災害関連港湾環境整備　工事,和歌山市,雑賀崎,地内,（株）中野建設,"44,665,950","35,032,200","35,032,200",21,指名競争入札
,和歌山下津港湾事務所,管理整備課,和歌山下津港　災害関連港湾環境整備　工事,和歌山市,雑賀崎,地内,（株）東組,"65,291,100","51,207,450","61,950,000",21,指名競争入札
20050311,那賀建設部,道路建設課,和歌山橋本線地方特定道路整備工事,那賀郡　粉河町,杉原,地内,楠本建設（株）,"2,945,250","2,305,800","2,824,500",10,指名競争入札
,那賀建設部,道路保全課,泉佐野打田線外道路維持修繕工事,那賀郡　打田町,神通,外地内,山下紀北ブロック（株）,"1,111,950",0,"1,050,000",16,指名競争入札
,那賀建設部,下水道課,紀の川中流流域下水道（那賀処理区）桃山幹線管渠（推進）工事,那賀郡　桃山町,市場,地内,福興・辻本英特定建設工事共同企業体,"106,170,750","83,864,550","99,750,000",14,公募型指名競争入札
,那賀建設部,道路保全課,泉佐野岩出線外交通安全施設等整備工事,那賀郡　岩出町,押川,外地内,カメイ建設（株）,"4,246,200","3,608,850","3,608,850",11,指名競争入札
20050310,海草建設部,道路建設課,三田三葛線地方特定道路整備工事,和歌山市,和田,地内,福岡建設,"970,200",0,"764,400",18,指名競争入札
,海草建設部,道路建設課,紀伊停車場田井ノ瀬線道路改良工事,和歌山市,小豆島,地内,（有）新和電機,"1,855,350",0,"1,764,000",15,指名競争入札
,海草建設部,道路建設課,井ノ口秋月線道路改良工事,和歌山市,和佐中,地内,（株）豊工業所,"4,827,900","3,537,450","4,578,000",12,指名競争入札
,海草建設部,道路建設課,西脇山口線街路整備建物調査業務,和歌山市,六十谷,地内,（株）ランド・コンサルタント和歌山営業所,"441,000",0,"388,500",15,指名競争入札
,海草建設部,道路保全課,粉河加太線舗装補修工事,和歌山市,松江北１丁目,地内,（有）山本耕次建設工業,"4,952,850","3,819,900","3,819,900",15,指名競争入札
,海草建設部,道路保全課,新和歌浦梅原線（北島橋）緊急地方道路整備外合併工事,和歌山市,北島,地内,（有）慈幸塗装店,"49,678,650","38,938,200","47,670,000",9,指名競争入札
,海草建設部,道路保全課,粉河加太線舗装補修工事,和歌山市,松江北１丁目,地内,楠本建設（株）,"5,299,350","4,087,650","4,087,650",14,指名競争入札
,海草建設部,住宅環境課,紀三井寺緑道修繕工事,和歌山市,布引,地内,佳江建設（株）,"6,960,450","5,252,100","5,252,100",15,指名競争入札
,海草建設部,河川課,亀の川広域基幹河川改修測量業務,和歌山市,布引外,地内,（有）岡三測量設計,"1,703,100",0,"1,617,000",13,指名競争入札
,海草建設部,河川課,土入川広域基幹河川改修工事,和歌山市,土入外,地内,（有）鳶中筋組,"10,041,150",0,"9,660,000",18,指名競争入札
,海草建設部,道路保全課,小豆島岩出線舗装補修工事,和歌山市,楠本外,地内,楠本建設（株）,"5,373,900","4,022,550","4,022,550",14,指名競争入札
,海草建設部,道路保全課,新和歌浦梅原線（北島橋）緊急地方道路整備外合併工事,和歌山市,北島,地内,堀内塗装店,"46,641,000","36,556,800","44,730,000",9,指名競争入札
,海草建設部,道路保全課,和歌山橋本線道路維持修繕工事,和歌山市,和田,地内,（有）風神組,"632,100",0,"569,100",17,指名競争入札
,海草建設部,道路建設課,西脇山口線街路整備建物調査業務,和歌山市,善明寺,地内,（有）グランパ補償研究所,"682,500",0,"357,000",14,指名競争入札
,海草建設部,道路建設課,西脇山口線街路整備建物調査業務,和歌山市,直川,地内,大阪エンジニアリング（株）,"346,500",0,"304,500",15,指名競争入札
,海草建設部,道路建設課,三田三葛線地方特定道路整備工事,和歌山市,和田,地内,山路ライン（株）,"849,450",0,"805,350",10,指名競争入札
,伊都建設部,道路建設課,国道３７１号　道路改築工事,橋本市,東家,地内,奈和建設（株）,"91,846,650","76,885,200","91,087,500",14,指名競争入札
,伊都建設部,道路保全課,国道３７１号　道路維持修繕　測量設計業務,伊都郡　花園村,中南,地内,西畑測量設計（株）,"543,900",0,"514,500",14,指名競争入札
,日高建設部,管理整備課,日高港港湾改良測量設計業務,日高郡　美浜町,浜ノ瀬,地先,（株）日本港湾コンサルタント関西支社和歌山事務所,"10,719,450",0,"9,660,000",15,指名競争入札
,日高建設部,道路保全課,御坊美山線道路災害防除（外）合併工事,日高郡　中津村,高津尾,地内,（株）信濃組,"9,836,400","7,163,100","9,639,000",14,指名競争入札
,日高建設部,河川課,美浜海岸災害復旧工事,日高郡　美浜町,和田,地内,（株）土屋組,"69,363,000","56,007,000","68,040,000",13,指名競争入札
,日高建設部,河川課,美浜海岸災害復旧工事,日高郡　美浜町,和田,地内,（株）日邦建設,"52,714,200","42,563,850","41,988,450",16,指名競争入札
,日高建設部,河川課,御坊海岸災害復旧工事,御坊市,名田町　楠井,地内,（株）中村建設,"63,509,250","50,206,800","62,790,000",13,指名競争入札
,日高建設部,河川課,西川河川修繕工事,日高郡　日高町,高家,地内,清水造園,"1,437,450",0,"1,407,000",15,指名競争入札
,日高建設部,河川課,椿山ダム（外）貯水池内流動形態等検討業務,日高郡　美山村,（外）,地内,（株）日本建設技術社大阪支店,"7,821,450",0,"7,035,000",15,指名競争入札
,日高建設部,道路保全課,国道３７１号道路災害防除工事,日高郡　龍神村,龍神,地内,（株）共栄建設工業,"36,768,900","27,372,450","36,032,850",18,指名競争入札
,日高建設部,道路保全課,道路情報提供装置操作端末機改造業務,日高振興局管内,一円（外）,地内,名古屋電機工業（株）大阪支店,"5,757,150",0,"5,145,000",6,指名競争入札
,日高建設部,道路保全課,芳養清川線（面谷トンネル）道路維持修繕測量設計調査業務,日高郡　みなべ町,清川,地内,（株）阪神コンサルタンツ和歌山営業所,"3,855,600",0,"3,675,000",13,指名競争入札
,日高建設部,道路保全課,中芳養南部線（小野坂トンネル）道路維持修繕測量設計調査業務,日高郡　みなべ町,晩稲,地内,中央復建コンサルタンツ（株）和歌山営業所,"3,488,100",0,"2,625,000",14,指名競争入札
,日高建設部,砂防課,西地区急傾斜地崩壊対策工事,日高郡　美山村,愛川,地内,児玉建設,"9,991,800","7,273,350","9,891,000",14,指名競争入札
,日高建設部,河川課,美浜海岸災害復旧工事,日高郡　美浜町,和田,地内,（株）市川組,"52,489,500","42,383,250","51,702,000",15,指名競争入札
,日高建設部,道路保全課,国道３７１号道路維持修繕（外）合併工事,日高郡　龍神村,龍神,地内,五味ワーカーズカンパニー,"5,615,400","4,057,200","5,554,500",11,指名競争入札
,日高建設部,道路建設課,滝切目停車場線道路改良工事,日高郡　印南町,島田,地内,（有）森川組,"14,616,000","11,195,100","14,322,000",16,指名競争入札
,西牟婁建設部,道路保全課,国道１６８号交通安全施設等整備警察官舎建替建築工事,東牟婁郡　本宮町,本宮,地内,（株）泉組,"34,332,900","29,090,250","33,810,000",15,指名競争入札
,西牟婁建設部,道路保全課,国道１６８号交通安全施設等整備警察官舎建替設備工事,東牟婁郡　本宮町,本宮,地内,（株）仲西水道工事店,"9,960,300","8,218,350","8,218,350",15,指名競争入札
,東牟婁新宮建設部,道路建設課,国道３１１号（外）小規模道路改良工事,東牟婁郡　熊野川町,嶋津,（外）地内,（株）シンヤ,"206,850",0,"197,400",13,指名競争入札
,東牟婁新宮建設部,道路建設課,あけぼの広角線道路改良工事,新宮市,新宮,地内,（有）フルカワ,"9,036,300","7,317,450","8,667,750",13,指名競争入札
,東牟婁新宮建設部,河川課,熊野川外情報基盤緊急整備工事,新宮市,緑ヶ丘,外地内,日本無線（株）関西支社,"6,749,400","5,736,990","6,489,000",8,指名競争入札
,東牟婁新宮建設部,河川課,国道１６９号道路災害復旧工事,東牟婁郡　熊野川町,宮井,地内,（株）川合組,"65,877,000","52,754,100","64,890,000",13,指名競争入札
20050309,住宅環境課,住宅環境課,震災に強い市街地整備推進事業（その２）,和歌山県全域,,地内,日本技術開発（株）大阪支社,"8,284,500",0,"7,770,000",8,指名競争入札
,海草建設部,道路建設課,野上清水線地方特定道路整備工事,海草郡　野上町,中田,地内,（株）三紀,"105,000",0,"101,850",11,指名競争入札
,海草建設部,砂防課,真国宮地区急傾斜地崩壊対策工事,海草郡　美里町,真国宮,地内,（株）伊藤組,"15,935,850","11,903,850","11,903,850",10,指名競争入札
,西牟婁建設部,道路政策課,日置川大塔線道路維持調査設計業務,西牟婁郡　日置川町,向平,地内,（株）エイトコンサルタント和歌山支店,"1,926,750",0,"1,764,000",15,指名競争入札
,西牟婁建設部,道路保全課,国道３１１号（曽根橋）橋りよう震災対策工事,西牟婁郡　上富田町,岩崎,地内,（株）清本組,"2,084,250",0,"2,047,500",7,指名競争入札
,西牟婁建設部,道路保全課,龍神中辺路線（行者橋）緊急地方道路整備工事,西牟婁郡　中辺路町,水上,地内,東和製作所,"13,024,200","10,838,100","12,495,000",10,指名競争入札
,西牟婁建設部,道路保全課,龍神中辺路線（不帰大橋）緊急地方道路整備工事,西牟婁郡　中辺路町,水上,地内,竹島鉄工建設（株）,"19,982,550","16,985,167","19,110,000",10,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害関連工事,田辺市,目良,地先,（有）出口組,"39,283,650","32,263,350","38,430,000",17,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害関連工事,田辺市,目良,地先,（有）出口組,"20,542,200","16,871,400","20,055,000",16,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害復旧工事,田辺市,目良,地先,楠本組,"16,611,000","13,642,650","16,107,000",16,指名競争入札
,西牟婁建設部,河川課,田辺海岸海岸災害復旧工事,田辺市,目良,地先,（株）芳養建設,"18,125,100","14,885,850","17,577,000",17,指名競争入札
,西牟婁建設部,道路保全課,国道３１１号外道路情報提供装置操作端末機改造業務,西牟婁振興局,建設部,管内,名古屋電機工業（株）大阪支店,"4,001,550",0,"3,570,000",6,指名競争入札
