平成２７年４月１日から平成２８年３月３１日までの分,,,,,,,,,,,
入札日,執行課名,事業担当課,工事番号,工事名,工事場所　,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,応札業者数,入札形式
20160324,西牟婁振興局建設部,港湾空港局　港湾漁港整備課,平成２８年度　海調　第１号,白浜海岸海岸調査外発注者支援業務,西牟婁郡白浜町中外地先,株式会社データ技研,13608000,10837485,11086848,8,一般競争入札
20160323,那賀振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１０５－３１号,かつらぎ桃山線道路改良工事,紀の川市中鞆渕外地内,岡本建設,16061760,14203410,14207400,20,一般競争入札
20160323,那賀振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１０５－３１号－２,かつらぎ桃山線道路改良工事,紀の川市中鞆渕外地内,株式会社里村建設,14912640,13014697,13021020,41,一般競争入札
20160323,有田振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１２１－３１号,井関御坊線道路改良工事,有田郡広川町上津木地内,株式会社合同興業,2784240,2415716,2422788,65,一般競争入札
20160323,有田振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１２１－３１号－３,井関御坊線道路改良工事,有田郡広川町上津木地内,有限会社柴山建設,5834160,5024384,5025780,24,一般競争入札
20160323,有田振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１２１－３１号－２,井関御坊線道路改良工事,有田郡広川町上津木地内,桑原組,20345040,18003564,18004248,40,一般競争入札
20160323,海草振興局建設部,河川・下水道局　河川課,平成２７年度　防交金　第２０４号－６,加茂川河川整備発注者支援業務,海南市下津町方外地内,ワコウコンサルタント株式会社,13316400,10636396,10751400,10,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　災がけ　第１４号,寒川中村４地区災害緊急がけ崩れ対策工事,日高郡日高川町寒川地内,有限会社吹石重機,2844720,2442929,2442960,32,一般競争入札
20160323,海草振興局建設部,道路局　道路建設課,平成２７年度　サイ整　第１号－７,紀の川自転車道線サイクリングロード整備工事,和歌山市川辺外地内,株式会社里村建設,18782280,16490794,16492572,35,一般競争入札
20160323,有田振興局建設部,河川・下水道局　砂防課,平成２７年度　急傾斜　第５号,吉田地区急傾斜地崩壊対策工事,有田郡有田川町小川地内,株式会社丸庄組,18180720,16101089,16198920,28,一般競争入札
20160323,有田振興局建設部,道路局　道路保全課,平成２７年度　道保交金　第４１０－３２号,宮崎古江見線交付金道路保全工事,有田市宮崎町地内,株式会社ダイショウ,2925720,2560277,2562840,11,一般競争入札
20160323,東牟婁振興局串本建設部,道路局　道路建設課,平成２７年度　道改交金　第２０７－３１号,串本古座川線道路改良工事,東牟婁郡古座川町南平地内,森組,14775480,12818803,12850920,22,一般競争入札
20160323,有田振興局建設部,河川・下水道局　河川課,平成２７年度　高速　第１０１号－５,熊井川高速道路関連河川改修発注者支援業務,有田郡有田川町熊井外地内,株式会社シーエスエス,13608000,11136268,11233641,9,一般競争入札
20160323,有田振興局建設部,道路局　道路保全課,平成２７年度　道保交金　第４０９－３２号,広川川辺線交付金道路保全工事,有田郡広川町前田地内,株式会社溝畑組,17415000,15178720,15193440,39,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第５－３０号－２,江川地区急傾斜地基礎調査（外）合併業務,日高郡日高川町江川地内,株式会社近代技研,28350000,20869373,20884824,26,一般競争入札
20160323,伊都振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第４号－５,国道３７０号　道路改良工事,伊都郡かつらぎ町新城地内,有限会社一陽建設,5850360,5017853,5041764,20,一般競争入札
20160323,伊都振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第６号－３,国道３７０号　道路改良測量業務,伊都郡高野町細川地内,株式会社城野組,2559600,1882005,2030400,8,一般競争入札
20160323,海草振興局建設部,道路局　道路保全課,平成２７年度　道保交金　第３０１－３２号,国道３７０号交付金道路保全工事,海草郡紀美野町中地内,折口建設,8128080,7119978,7136640,12,一般競争入札
20160323,海草振興局建設部,道路局　道路保全課,平成２７年度　道保交金　第３０１－３２号－２,国道３７０号交付金道路保全工事,海草郡紀美野町中地内,株式会社世紀工業,12077640,10474090,10526760,11,一般競争入札
20160323,海草振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第９号－１７,国道３７０号道路改良工事,海草郡紀美野町下佐々地内,株式会社丸栄山下組,7602120,6576795,6605280,17,一般競争入札
20160323,伊都振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１４号－７,国道３７１号　道路改良外合併工事,伊都郡高野町高野山地内,住友建材,10283760,9034922,9048456,9,一般競争入札
20160323,那賀振興局建設部,河川・下水道局　河川課,平成２７年度　防交金　第２０１号－３,佐川河川整備調査業務,紀の川市窪地内,株式会社武田基礎調査,2592000,1991415,1991520,33,一般競争入札
20160323,有田振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第４－３０号－３,山田原地区外基礎調査（急傾斜）外合併業務,有田市山田原外地内,有限会社ヤマニシ,24397200,17425093,17544110,28,一般競争入札
20160323,伊都振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第１－３０号,上筒香地区外　砂防基礎調査外合併業務,伊都郡高野町上筒香外地内,青葉コンサルタント株式会社,22885200,17067322,17150400,25,一般競争入札
20160323,有田振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第４号－５,栖原地区基礎調査（急傾斜）外合併業務,有田郡湯浅町栖原地内,ワコウコンサルタント株式会社,31914000,23141772,23176800,28,一般競争入札
20160323,有田振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１２５－３１号,生石公園線道路改良工事,有田郡有田川町中地内,左伝組,9346320,8098183,8110800,20,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第５－３０号－４,西本庄地区急傾斜地基礎調査（外）合併業務,日高郡みなべ町西本庄地内,株式会社初山,26038800,19625705,19661400,26,一般競争入札
20160323,日高振興局建設部,河川・下水道局　河川課,平成２７年度　県災　第６号－２４,切目川河川災害復旧工事,日高郡印南町松原地内,夏目水道,1262520,1071921,1090800,4,一般競争入札
20160323,日高振興局建設部,河川・下水道局　河川課,平成２７年度　防交金　第１１２号－８,切目川河川整備工事,日高郡印南町宮ノ前（外）地内,林緑地建設,14855400,12928781,12934080,21,一般競争入札
20160323,日高振興局建設部,河川・下水道局　河川課,平成２７年度　防交金　第１１２号－９,切目川河川整備設計業務,日高郡印南町西ノ地（外）地内,和建技術株式会社,7214400,5202045,5227092,15,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第５－３０号－５,川又地区急傾斜地基礎調査（外）合併業務,日高郡印南町川又地内,和歌山航測株式会社,27712800,20001735,20051566,26,一般競争入札
20160323,那賀振興局建設部,道路局　道路建設課,平成２７年度　地特　第１１号－１３,泉佐野岩出線外１線地方特定道路整備発注者支援業務,岩出市高瀬外地内,株式会社シーエスエス,13273200,10942807,10946462,10,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　災がけ　第１２号,船津地区災害緊急がけ崩れ対策工事,日高郡日高川町船津地内,株式会社古部組,18864360,16518553,16518600,35,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第５－３０号－３,早藤地区（外）急傾斜地基礎調査（外）合併業務,日高郡日高川町早藤（外）地内,株式会社センダイ工部コンサルタント,17582400,12956880,13031280,25,一般競争入札
20160323,有田振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第４－３０号,唐尾地区基礎調査（急傾斜）外合併業務,有田郡広川町唐尾地内,株式会社日進コンサルタント,11404800,8623332,8638898,28,一般競争入札
20160323,日高振興局建設部,河川・下水道局　河川課,平成２７年度　堤改　第５０２号－３,東裏川（外）堤防改修工事,日高郡美浜町和田地内,株式会社寺本電気,9326880,8063906,8188236,4,一般競争入札
20160323,伊都振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１０３号－２２,那賀かつらぎ線　道路改良工事,伊都郡かつらぎ町笠田中地内,株式会社浦野組,15149160,13204041,13224600,19,一般競争入札
20160323,東牟婁振興局串本建設部,道路局　道路保全課,平成２７年度　道保交金　第７０４－３２号－２,那智勝浦古座川線交付金道路保全工事,東牟婁郡古座川町小森川外地内,竹田組,17058600,15003461,15014160,21,一般競争入札
20160323,東牟婁振興局串本建設部,道路局　道路保全課,平成２７年度　道保交金　第７０４－３２号－３,那智勝浦古座川線交付金道路保全工事,東牟婁郡古座川町田川外地内,西田建設,14182560,12547312,12547440,19,一般競争入札
20160323,東牟婁振興局串本建設部,道路局　道路保全課,平成２７年度　道保交金　第７０４－３２号,那智勝浦古座川線交付金道路保全工事,東牟婁郡古座川町小森川外地内,株式会社人見建設,16323120,14138273,14248440,21,一般競争入札
20160323,東牟婁振興局串本建設部,道路局　道路建設課,平成２７年度　道改交金　第２０６－３１号,那智勝浦古座川線道路改良工事,東牟婁郡古座川町山手地内,有限会社竹本組,18874080,16603227,16696800,21,一般競争入札
20160323,東牟婁振興局串本建設部,河川・下水道局　砂防課,平成２７年度　調砂　第７号－４,二色地区外砂防基礎調査外合併業務,東牟婁郡串本町二色外地内,有限会社熊野路測量設計,20628000,15187900,15223680,19,一般競争入札
20160323,日高振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１３２号－５,芳養清川線道路改良調査設計業務,日高郡みなべ町清川（外）地内,キタイ設計株式会社和歌山事務所,3704400,2860890,2987280,9,一般競争入札
20160323,日高振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第５－３０号,北塩屋地区（外）急傾斜地基礎調査（外）合併業務,御坊市塩屋町北塩屋（外）地内,株式会社阪和建設コンサルタント,21751200,16290289,16307352,27,一般競争入札
20160323,海草振興局建設部,道路局　道路保全課,平成２８年度　道維修　第１号,和歌山海南線外道路維持修繕工事,和歌山市中島外地内,株式会社土井電設工業,7373160,6163927,6207840,4,一般競争入札
20160323,海草振興局建設部,道路局　道路建設課,平成２７年度　地特　第１４号－１２,和歌山橋本線地方特定道路整備発注者支援業務,和歌山市和田外地内,和歌山航測株式会社,13316400,10489190,10586937,9,一般競争入札
20160323,海草振興局建設部,河川・下水道局　河川課,平成２７年度　床上特緊　第５０１号－１４,和田川河川整備発注者支援業務,和歌山市和田外地内,株式会社シーエスエス,13316400,10970563,11004508,9,一般競争入札
20160323,海草振興局建設部,河川・下水道局　河川課,平成２７年度　床上特緊　第５０１号－１６,和田川河川整備発注者支援業務,和歌山市吉礼外地内,有限会社熊野路測量設計,13316400,10643917,10798920,9,一般競争入札
20160323,海草振興局建設部,河川・下水道局　河川課,平成２７年度　床上特緊　第５０１号－１５,和田川河川整備発注者支援業務,和歌山市朝日外地内,有限会社熊野路測量設計,13316400,10874933,10945800,9,一般競争入札
20160323,日高振興局建設部,河川・下水道局　河川課,平成２７年度　県災　第６号－３０,樮川河川災害復旧工事,日高郡印南町樮川地内,夏目水道,1183680,1014074,1028160,5,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０８－３２号,梶取崎線交付金道路保全工事,東牟婁郡太地町太地地内,巴建設工業株式会社,17937720,15789207,15799320,39,一般競争入札
20160322,東牟婁振興局新宮建設部,河川・下水道局　河川課,平成２７年度　防交金　第２１１号－３,熊野川外河川整備発注者支援業務,新宮市熊野川町日足外地内,ワコウコンサルタント株式会社,13608000,11092329,13608000,5,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０７－３２号,古座川熊野川線交付金道路保全工事,新宮市熊野川町畝畑地内,福本工務店,11765520,10191258,10207080,37,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　砂防　第１０８号,高原地区砂防調査業務,田辺市中辺路町高原地内,株式会社タニガキ建工,17550000,14875222,14909400,12,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０２－３２号－２,国道１６９号交付金道路保全工事,東牟婁郡北山村七色地内,株式会社コトブキ,18085680,16071582,16127640,22,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０２－３２号,国道１６９号交付金道路保全工事,東牟婁郡北山村七色地内,株式会社コトブキ,19081440,17032401,17048880,42,一般競争入札
20160322,東牟婁振興局新宮建設部,河川・下水道局　砂防課,平成２７年度　調急　第８－３０号,庄地区外急傾斜地基礎調査外合併業務,東牟婁郡那智勝浦町庄外地内,株式会社初山,31104000,23481512,23484600,19,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－３,上富田町生馬地区砂防基礎調査業務,西牟婁郡上富田町生馬地内,有限会社ヤマニシ,18921600,13570514,13605593,27,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－６,上富田町生馬地区砂防基礎調査業務,西牟婁郡上富田町生馬地内,和歌山航測株式会社,18824400,13552725,13615576,27,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－５,上富田町生馬地区砂防基礎調査業務,西牟婁郡上富田町生馬地内,有限会社ヤマニシ,10454400,7506121,7519659,27,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－４,上富田町生馬地区砂防基礎調査業務,西牟婁郡上富田町生馬地内,株式会社阪和建設コンサルタント,17085600,12306529,12327444,27,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調砂　第６－３０号－２,上富田町生馬地区砂防基礎調査業務,西牟婁郡上富田町生馬地内,有限会社熊野路測量設計,16664400,12380132,12399480,28,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調砂　第６－３０号,上富田町朝来地区外砂防基礎調査業務,西牟婁郡上富田町朝来外地内,株式会社イーホッシュ,19256400,14154913,14168520,27,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－２,上富田町朝来地区外砂防基礎調査業務,西牟婁郡上富田町朝来外地内,株式会社三匠,15508800,11626548,11639354,29,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号,上富田町朝来地区砂防基礎調査業務,西牟婁郡上富田町朝来地内,株式会社オーシーティー,19472400,14600258,14623772,29,一般競争入札
20160322,東牟婁振興局新宮建設部,河川・下水道局　砂防課,平成２７年度　砂防　第２８号－４,清の川外砂防発注者支援業務,東牟婁郡那智勝浦町大野外地内,株式会社データ技研,13608000,10983581,11003374,5,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　砂防　第１１２号－８,清水谷地区砂防調査業務,西牟婁郡上富田町市ノ瀬地内,株式会社白浜試錐,19332000,16591382,16680600,12,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　砂防　第１１２号－７,清水谷地区砂防調査設計業務,西牟婁郡上富田町市ノ瀬地内,株式会社エイト日本技術開発和歌山支店,10659600,8336058,8391600,11,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調急　第６－３０号－７,田辺市中芳養地区砂防基礎調査業務,田辺市中芳養地内,有限会社南紀測量,23727600,17837685,17860500,28,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調砂　第６－３０号－３,田辺市龍神村東地区砂防基礎調査業務,田辺市龍神村東地内,株式会社データ技研,15217200,11253823,11270545,24,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０６－３２号,那智勝浦古座川線交付金道路保全工事,東牟婁郡那智勝浦町小阪地内,有限会社大野組,11991240,10477682,10478160,39,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０６－３２号－２,那智勝浦古座川線交付金道路保全工事,東牟婁郡那智勝浦町小阪地内,株式会社野平組,13212720,11543028,11550600,36,一般競争入札
20160322,東牟婁振興局新宮建設部,道路局　道路保全課,平成２７年度　道保交金　第８０６－３２号－３,那智勝浦古座川線交付金道路保全工事,東牟婁郡那智勝浦町小阪地内,巴建設工業株式会社,14979600,13161848,13162500,38,一般競争入札
20160322,東牟婁振興局新宮建設部,河川・下水道局　河川課,平成２７年度　２３年災助成　第３号－１４,那智川災害復旧助成工事,東牟婁郡那智勝浦町浜ノ宮外地内,カミジ技建,49624920,45426754,45473400,22,一般競争入札（総合評価）
20160322,西牟婁振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１３７号－３,白浜久木線道路改良測量業務,西牟婁郡白浜町久木地内,株式会社アセック,15940800,11741663,13975200,13,一般競争入札
20160322,西牟婁振興局建設部,河川・下水道局　砂防課,平成２７年度　調砂　第６－３０号－４,白浜町十九渕地区砂防基礎調査業務,西牟婁郡白浜町十九渕地内,株式会社データ技研,28792800,21098840,21116840,27,一般競争入札
20160322,西牟婁振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１３４号－８,芳養清川線（仮称中芳養トンネル）道路改良設計業務,田辺市中芳養地内,株式会社ニュージェック和歌山事務所,6134400,4501336,4504680,4,一般競争入札
20160322,西牟婁振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１３４－３１号,芳養清川線道路改良工事,田辺市上芳養地内,司建設工業株式会社,23173560,20224715,20260800,16,一般競争入札
20160315,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２５年災　第１６１号－５,南部川砂防設備災害復旧工事,日高郡みなべ町東本庄地内,株式会社玉井組,78130440,70345843,70365240,32,一般競争入札（総合評価）
20160315,海草振興局建設部,海草振興局建設部,平成２７年度　県債　消防学校　第５号,和歌山県消防学校新築外構工事,和歌山市加太地内,株式会社日紀建設,38315160,33569154,33890400,21,一般競争入札（総合評価）
20160315,海草振興局建設部,海草振興局建設部,平成２７年度　県債　消防学校　第４号,和歌山県消防学校新築外構工事,和歌山市加太地内,木下建設株式会社,33897960,29711894,29976480,21,一般競争入札（総合評価）
20160315,海草振興局建設部,河川・下水道局　河川課,平成２７年度　県債　床上特緊　第５０１号－１３,和田川河川整備設計業務,和歌山市朝日外地内,株式会社ＣＴＩウイング,10638000,7671909,7683552,9,一般競争入札
20160309,有田振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１２１号－６,井関御坊線道路改良工事,有田郡広川町上津木地内,マトバ商店,20400120,17897158,17899920,33,一般競争入札（総合評価）
20160308,伊都振興局建設部,道路局　道路建設課,平成２７年度　県債　広域　第１号－９,紀の川左岸地区　東渋田道路（その２）工事,伊都郡かつらぎ町東渋田地内,株式会社福孝組,7091280,6315854,6326640,18,一般競争入札
20160308,海草振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１１４号－７,和歌山橋本線道路改良工事,和歌山市森小手穂地内,西村工業株式会社,50917680,44815110,45003600,27,一般競争入札（総合評価）
20160303,西牟婁振興局建設部,都市住宅局　公共建築課,平成２７年度　西営　第２号－２,新宮警察署宿舎機械設備工事,新宮市広角地内,中村冷機株式会社,74196000,68583450,69549840,5,一般競争入札（総合評価）
20160303,西牟婁振興局建設部,都市住宅局　公共建築課,平成２７年度　西営　第２号－１,新宮警察署宿舎電気設備工事,新宮市広角地内,勝山電気工事株式会社,42260400,38847660,38988000,5,一般競争入札（総合評価）
20160302,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災助成　第１号－１０,江川災害復旧助成設計業務,日高郡日高川町江川（外）地内,日本工営株式会社和歌山営業所,55944000,0,36936000,6,一般競争入札（総合評価）
20160301,海草振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１１７号－２,紀伊停車場田井ノ瀬線道路改良工事,和歌山市小豆島地内,株式会社丸栄山下組,29754000,25989967,26082000,14,一般競争入札
20160301,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災　第９６号,江川河川災害復旧（外）合併工事,日高郡日高川町江川地内,西建設,6297480,5397684,5405400,23,一般競争入札
20160301,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災　第１０１号,江川河川災害復旧工事,日高郡日高川町山野地内,有限会社塩﨑土建,13851000,12184543,12201300,23,一般競争入札
20160301,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災　第７１号,江川河川災害復旧工事,日高郡日高川町江川地内,松樹園,16012080,14113893,14136984,23,一般競争入札
20160301,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災　第９９号,江川河川災害復旧工事,日高郡日高川町山野地内,株式会社イワキ建設,30875040,27326184,27339984,26,一般競争入札
20160301,日高振興局建設部,河川・下水道局　河川課,平成２７年度　２７年災　第９５号,江川河川災害復旧工事,日高郡日高川町江川地内,マワリミチ建設,28062720,25056273,25076520,26,一般競争入札
20160301,海草振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第７号－２５,国道３７０号道路改良工事,海南市阪井地内,株式会社農地開発,45902160,42375589,43308000,18,一般競争入札（総合評価）
20160301,都市住宅局　建築住宅課,都市住宅局　建築住宅課,平成２７年度　県債　建住　第１号－１,武家屋敷長屋門移築保存修理に係る組立工事,和歌山市岡山丁地内,平田建設株式会社,83722680,75885166,79844400,1,一般競争入札（総合評価）
20160301,海草振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１１３号－７,粉河加太線道路改良工事,和歌山市直川地内,亀井建設工業株式会社,12807720,11040862,11073240,32,一般競争入札
20160229,西牟婁振興局建設部,港湾空港局　港湾漁港整備課,平成２７年度　河修　第７号－４５,富田川河川修繕外合併工事,西牟婁郡白浜町中外地内,総合建設　井建,10810800,9582433,9584784,23,一般競争入札
20160224,有田振興局建設部,道路局　道路建設課,平成２７年度　普通農道　第３号－５０,一般農道整備事業鳥屋城2期地区農道台帳作成業務,有田郡有田川町小川地内,有限会社田嶋測量設計,799200,580861,587844,9,一般競争入札
20160224,有田振興局建設部,道路局　道路建設課,平成２７年度　普通農道　第３号－５１,一般農道整備事業鳥屋城2期地区農道用地境界杭設置業務,有田郡有田川町小川地内,株式会社オーシーティー,2743200,1951912,1984435,20,一般競争入札
20160223,日高振興局建設部,道路局　道路建設課,平成２７年度　地特　第２８号－３,井関御坊線地方特定道路整備工事,日高郡日高町原谷地内,和興建設株式会社,3565080,3072750,3090960,7,一般競争入札
20160223,伊都振興局建設部,道路局　道路建設課,平成２７年度　県債　広域　第１号－８,紀の川左岸地区　（仮称九度山２号橋Ｐ１橋脚）道路工事,伊都郡九度山町九度山地内,西組,100460520,89803230,89839800,40,一般競争入札（総合評価）
20160223,海草振興局建設部,道路局　道路建設課,平成２７年度　街整　第３号－３,松島本渡線街路整備調査業務,和歌山市神前地内,株式会社近畿コンサルタント,712800,539478,541212,7,一般競争入札
20160223,海草振興局建設部,道路局　道路建設課,平成２７年度　県債　公共街路　第３号－７,北島湊線道路改良工事,和歌山市北島外地内,有限会社和西建設,45375120,40582338,40706280,21,一般競争入札（総合評価）
20160223,海草振興局建設部,道路局　道路建設課,平成２７年度　道改交金　第１１９号－５,野上清水線道路改良工事,海草郡紀美野町坂本地内,株式会社ワイエー,9685440,8551035,8556840,29,一般競争入札
20160218,西牟婁振興局建設部,道路局　道路建設課,平成２７年度　県債　道改交金　第１３７号－１１,白浜久木線（仮称久木トンネル）道路改良設計業務,西牟婁郡白浜町久木地内,国際航業株式会社和歌山営業所,29127600,21933389,21999600,7,一般競争入札（総合評価）
20160217,有田振興局建設部,道路局　道路建設課,平成２７年度　普通農道　第３号－５,一般農道整備事業鳥屋城2期地区農道整備工事,有田郡有田川町小川地内,森川建設,7678800,6798912,6807240,15,一般競争入札
20160217,有田振興局建設部,道路局　道路建設課,平成２７年度　普通農道　第３号－４,一般農道整備事業鳥屋城2期地区農道舗装工事,有田郡有田川町小川地内,有限会社山口工業,7347240,6510491,6512508,20,一般競争入札
20160217,海草振興局建設部,道路局　道路建設課,平成２７年度　小道改　第３０１号－４,岩出海南線小規模道路改良工事,和歌山市薬勝寺地内,海晴工業株式会社,1026000,886732,888084,15,一般競争入札
20160217,海草振興局建設部,道路局　道路建設課,平成２７年度　小道改　第３０１号－５,岩出海南線小規模道路改良工事,和歌山市薬勝寺地内,株式会社東陽園建設,483840,412394,412452,51,一般競争入札
20160217,那賀振興局建設部,道路局　道路建設課,平成２７年度　県債　サイ整　第２号－１０,紀の川自転車道線サイクリングロード整備工事,岩出市中島地内,湯峯建設株式会社,52844400,47742479,47823480,30,一般競争入札（総合評価）
